"","tfidf simlarity","edit distance","edit distance similarity"
"( 1 , 8 )",0,108,0.26027397260274
"( 1 , 9 )",0,100,0.242424242424242
"( 1 , 10 )",0,61,0.194805194805195
"( 1 , 11 )",0,53,0.25
"( 1 , 12 )",0,71,0.21978021978022
"( 1 , 13 )",0,63,0.125
"( 1 , 14 )",0,62,0.215189873417722
"( 1 , 15 )",0,60,0.166666666666667
"( 1 , 16 )",0.119522860933439,64,0.264367816091954
"( 1 , 17 )",0,56,0.222222222222222
"( 1 , 18 )",0,69,0.241758241758242
"( 1 , 19 )",0,58,0.194444444444444
"( 1 , 20 )",0.119522860933439,67,0.151898734177215
"( 1 , 21 )",0,57,0.194444444444444
"( 1 , 22 )",0,55,0.222222222222222
"( 1 , 23 )",0,74,0.168539325842697
"( 1 , 24 )",0,68,0.2
"( 1 , 25 )",0,61,0.152777777777778
"( 1 , 26 )",0,68,0.235955056179775
"( 1 , 27 )",0,53,0.263888888888889
"( 1 , 28 )",0,75,0.242424242424242
"( 1 , 29 )",0,59,0.180555555555556
"( 1 , 30 )",0,62,0.138888888888889
"( 1 , 31 )",0.119522860933439,69,0.197674418604651
"( 1 , 32 )",0,54,0.25
"( 1 , 33 )",0,66,0.142857142857143
"( 1 , 34 )",0,61,0.152777777777778
"( 1 , 35 )",0,58,0.194444444444444
"( 1 , 36 )",0,57,0.208333333333333
"( 1 , 37 )",0,57,0.208333333333333
"( 1 , 38 )",0.0788110406239101,117,0.230263157894737
"( 1 , 39 )",0,56,0.222222222222222
"( 1 , 40 )",0,58,0.194444444444444
"( 1 , 41 )",0.109108945117996,58,0.216216216216216
"( 1 , 42 )",0,60,0.220779220779221
"( 1 , 43 )",0.125988157669742,64,0.144736842105263
"( 1 , 44 )",0,55,0.236111111111111
"( 1 , 45 )",0,74,0.212765957446808
"( 1 , 46 )",0.119522860933439,70,0.186046511627907
"( 1 , 47 )",0.133630620956212,57,0.208333333333333
"( 1 , 48 )",0,60,0.166666666666667
"( 1 , 49 )",0,56,0.208333333333333
"( 1 , 50 )",0.142857142857143,60,0.166666666666667
"( 1 , 51 )",0,58,0.194444444444444
"( 1 , 52 )",0,62,0.138888888888889
"( 1 , 53 )",0,77,0.206185567010309
"( 1 , 54 )",0,54,0.26027397260274
"( 1 , 55 )",0,76,0.232323232323232
"( 1 , 56 )",0.154303349962092,57,0.208333333333333
"( 1 , 57 )",0,59,0.180555555555556
"( 1 , 58 )",0,64,0.111111111111111
"( 1 , 59 )",0,67,0.106666666666667
"( 1 , 60 )",0,57,0.208333333333333
"( 1 , 61 )",0,75,0.184782608695652
"( 1 , 62 )",0,65,0.226190476190476
"( 1 , 63 )",0,66,0.131578947368421
"( 1 , 64 )",0,55,0.236111111111111
"( 1 , 65 )",0,63,0.125
"( 1 , 66 )",0,59,0.180555555555556
"( 1 , 67 )",0,65,0.144736842105263
"( 1 , 68 )",0,54,0.25
"( 1 , 69 )",0,54,0.236111111111111
"( 1 , 70 )",0,60,0.166666666666667
"( 1 , 71 )",0,60,0.178082191780822
"( 1 , 72 )",0,61,0.152777777777778
"( 1 , 73 )",0,69,0.241758241758242
"( 1 , 74 )",0,57,0.208333333333333
"( 1 , 75 )",0,69,0.25
"( 1 , 76 )",0,55,0.30379746835443
"( 1 , 77 )",0,71,0.183908045977011
"( 1 , 78 )",0,56,0.208333333333333
"( 1 , 79 )",0,61,0.152777777777778
"( 1 , 80 )",0,56,0.222222222222222
"( 1 , 81 )",0,62,0.138888888888889
"( 1 , 82 )",0,52,0.277777777777778
"( 1 , 83 )",0,62,0.138888888888889
"( 1 , 84 )",0,62,0.150684931506849
"( 1 , 85 )",0.202030508910442,74,0.333333333333333
"( 1 , 86 )",0,56,0.222222222222222
"( 1 , 87 )",0,60,0.166666666666667
"( 1 , 88 )",0,62,0.173333333333333
"( 1 , 89 )",0,56,0.208333333333333
"( 1 , 90 )",0,59,0.180555555555556
"( 1 , 91 )",0,54,0.236111111111111
"( 1 , 92 )",0,70,0.230769230769231
"( 1 , 93 )",0,52,0.277777777777778
"( 1 , 94 )",0.142857142857143,59,0.180555555555556
"( 1 , 95 )",0,54,0.25
"( 1 , 96 )",0,67,0.220930232558139
"( 1 , 97 )",0.113960576459638,70,0.306930693069307
"( 1 , 98 )",0,52,0.297297297297297
"( 1 , 99 )",0,68,0.209302325581395
"( 1 , 100 )",0,64,0.238095238095238
"( 1 , 101 )",0,64,0.238095238095238
"( 1 , 102 )",0.154303349962092,46,0.361111111111111
"( 1 , 103 )",0.133630620956212,63,0.136986301369863
"( 1 , 104 )",0.104828483672192,82,0.274336283185841
"( 1 , 105 )",0,57,0.208333333333333
"( 1 , 106 )",0,53,0.283783783783784
"( 1 , 107 )",0.133630620956212,63,0.181818181818182
"( 1 , 108 )",0,67,0.172839506172839
"( 1 , 109 )",0,77,0.222222222222222
"( 1 , 110 )",0,78,0.22
"( 1 , 111 )",0,69,0.25
"( 1 , 112 )",0,56,0.222222222222222
"( 1 , 113 )",0,76,0.232323232323232
"( 1 , 114 )",0,92,0.206896551724138
"( 1 , 115 )",0,73,0.197802197802198
"( 1 , 116 )",0,70,0.25531914893617
"( 1 , 117 )",0,58,0.226666666666667
"( 1 , 118 )",0,72,0.225806451612903
"( 1 , 119 )",0.109108945117996,70,0.186046511627907
"( 1 , 120 )",0,73,0.277227722772277
"( 1 , 121 )",0,70,0.247311827956989
"( 1 , 122 )",0,85,0.220183486238532
"( 1 , 123 )",0,75,0.210526315789474
"( 1 , 124 )",0,76,0.208333333333333
"( 1 , 125 )",0.104828483672192,92,0.275590551181102
"( 1 , 126 )",0,75,0.210526315789474
"( 1 , 127 )",0,84,0.214953271028037
"( 1 , 128 )",0,85,0.227272727272727
"( 1 , 129 )",0,68,0.268817204301075
"( 1 , 130 )",0,71,0.202247191011236
"( 1 , 131 )",0,63,0.20253164556962
"( 1 , 132 )",0,78,0.242718446601942
"( 1 , 133 )",0,68,0.2
"( 1 , 134 )",0,62,0.173333333333333
"( 1 , 135 )",0,83,0.231481481481482
"( 1 , 136 )",0,74,0.177777777777778
"( 1 , 137 )",0,57,0.208333333333333
"( 1 , 138 )",0,55,0.222222222222222
"( 1 , 139 )",0,51,0.291666666666667
"( 1 , 140 )",0.188982236504614,61,0.152777777777778
"( 1 , 141 )",0,60,0.166666666666667
"( 1 , 142 )",0,56,0.208333333333333
"( 1 , 143 )",0,54,0.25
"( 1 , 144 )",0,53,0.263888888888889
"( 1 , 145 )",0,53,0.263888888888889
"( 1 , 146 )",0,57,0.208333333333333
"( 1 , 147 )",0,58,0.194444444444444
"( 1 , 148 )",0,54,0.25
"( 1 , 149 )",0,53,0.263888888888889
"( 1 , 150 )",0,58,0.194444444444444
"( 1 , 151 )",0,61,0.152777777777778
"( 1 , 152 )",0,57,0.208333333333333
"( 1 , 153 )",0,58,0.194444444444444
"( 1 , 154 )",0,56,0.222222222222222
"( 1 , 155 )",0,56,0.222222222222222
"( 1 , 156 )",0,55,0.236111111111111
"( 1 , 157 )",0,57,0.208333333333333
"( 1 , 158 )",0,57,0.208333333333333
"( 1 , 159 )",0,61,0.152777777777778
"( 1 , 160 )",0,61,0.152777777777778
"( 1 , 161 )",0,61,0.152777777777778
"( 1 , 162 )",0,53,0.263888888888889
"( 1 , 163 )",0,64,0.296703296703297
"( 1 , 164 )",0,55,0.236111111111111
"( 1 , 165 )",0,58,0.194444444444444
"( 1 , 166 )",0,51,0.291666666666667
"( 1 , 167 )",0,60,0.166666666666667
"( 1 , 168 )",0,58,0.194444444444444
"( 1 , 169 )",0,58,0.194444444444444
"( 1 , 170 )",0.125988157669742,71,0.193181818181818
"( 1 , 171 )",0,55,0.236111111111111
"( 1 , 172 )",0.133630620956212,61,0.164383561643836
"( 1 , 173 )",0,60,0.220779220779221
"( 1 , 174 )",0,55,0.236111111111111
"( 1 , 175 )",0,64,0.146666666666667
"( 1 , 176 )",0,73,0.231578947368421
"( 1 , 177 )",0.161164592805076,100,0.223076923076923
"( 1 , 178 )",0,61,0.152777777777778
"( 1 , 179 )",0,62,0.138888888888889
"( 1 , 180 )",0,62,0.138888888888889
"( 1 , 181 )",0,59,0.180555555555556
"( 1 , 182 )",0,61,0.152777777777778
"( 1 , 183 )",0,54,0.25
"( 1 , 184 )",0.113960576459638,91,0.266129032258065
"( 1 , 185 )",0,54,0.25
"( 1 , 186 )",0,57,0.208333333333333
"( 1 , 187 )",0,60,0.166666666666667
"( 1 , 188 )",0,60,0.166666666666667
"( 1 , 189 )",0,62,0.138888888888889
"( 1 , 190 )",0,60,0.166666666666667
"( 1 , 191 )",0,54,0.25
"( 1 , 192 )",0,57,0.208333333333333
"( 1 , 193 )",0,53,0.263888888888889
"( 1 , 194 )",0.154303349962092,56,0.222222222222222
"( 1 , 195 )",0,76,0.224489795918367
"( 1 , 196 )",0,54,0.25
"( 1 , 197 )",0,57,0.208333333333333
"( 1 , 198 )",0,56,0.208333333333333
"( 1 , 199 )",0,54,0.25
"( 1 , 200 )",0,58,0.194444444444444
"( 1 , 201 )",0,53,0.263888888888889
"( 1 , 202 )",0,60,0.166666666666667
"( 1 , 203 )",0.142857142857143,59,0.202702702702703
"( 1 , 204 )",0,59,0.180555555555556
"( 1 , 205 )",0,64,0.157894736842105
"( 1 , 206 )",0.125988157669742,72,0.294117647058823
"( 1 , 207 )",0,57,0.208333333333333
"( 1 , 208 )",0.218217890235992,56,0.222222222222222
"( 1 , 209 )",0.188982236504614,56,0.222222222222222
"( 1 , 210 )",0.239045721866879,55,0.236111111111111
"( 1 , 211 )",0,60,0.166666666666667
"( 1 , 212 )",0,61,0.164383561643836
"( 1 , 213 )",0,82,0.247706422018349
"( 1 , 214 )",0,68,0.0555555555555556
"( 1 , 215 )",0,56,0.222222222222222
"( 1 , 216 )",0.188982236504614,53,0.263888888888889
"( 1 , 217 )",0.188982236504614,52,0.277777777777778
"( 1 , 218 )",0.169030850945703,48,0.333333333333333
"( 1 , 219 )",0.169030850945703,48,0.333333333333333
"( 1 , 220 )",0.188982236504614,53,0.263888888888889
"( 1 , 221 )",0,59,0.180555555555556
"( 1 , 222 )",0,58,0.194444444444444
"( 1 , 223 )",0,57,0.208333333333333
"( 1 , 224 )",0.154303349962092,51,0.291666666666667
"( 1 , 225 )",0.119522860933439,62,0.205128205128205
"( 1 , 226 )",0.142857142857143,62,0.138888888888889
"( 1 , 227 )",0,59,0.180555555555556
"( 1 , 228 )",0,55,0.236111111111111
"( 1 , 229 )",0.125988157669742,59,0.180555555555556
"( 1 , 230 )",0.133630620956212,62,0.138888888888889
"( 1 , 231 )",0,62,0.138888888888889
"( 1 , 232 )",0,69,0.241758241758242
"( 1 , 233 )",0,80,0.26605504587156
"( 1 , 234 )",0,63,0.181818181818182
"( 1 , 235 )",0,58,0.194444444444444
"( 1 , 236 )",0,56,0.222222222222222
"( 1 , 237 )",0,61,0.184210526315789
"( 1 , 238 )",0,54,0.25
"( 1 , 239 )",0,57,0.208333333333333
"( 1 , 240 )",0,55,0.236111111111111
"( 1 , 241 )",0,57,0.208333333333333
"( 1 , 242 )",0,61,0.197368421052632
"( 1 , 243 )",0,59,0.166666666666667
"( 2 , 0 )",0.881917103688197,26,0.711111111111111
"( 2 , 1 )",0.50395263067897,60,0.333333333333333
"( 2 , 2 )",1,0,1
"( 2 , 3 )",0,70,0.222222222222222
"( 2 , 4 )",0,71,0.211111111111111
"( 2 , 5 )",0.149071198499986,68,0.244444444444444
"( 2 , 6 )",0,73,0.188888888888889
"( 2 , 7 )",0,72,0.2
"( 2 , 8 )",0,109,0.253424657534247
"( 2 , 9 )",0.0890870806374748,104,0.212121212121212
"( 2 , 10 )",0,73,0.188888888888889
"( 2 , 11 )",0,69,0.233333333333333
"( 2 , 12 )",0,78,0.142857142857143
"( 2 , 13 )",0,71,0.211111111111111
"( 2 , 14 )",0,75,0.155555555555556
"( 2 , 15 )",0,71,0.211111111111111
"( 2 , 16 )",0.105409255338946,78,0.133333333333333
"( 2 , 17 )",0,74,0.177777777777778
"( 2 , 18 )",0.111111111111111,73,0.186813186813187
"( 2 , 19 )",0,69,0.233333333333333
"( 2 , 20 )",0.105409255338946,76,0.155555555555556
"( 2 , 21 )",0,70,0.211111111111111
"( 2 , 22 )",0,68,0.233333333333333
"( 2 , 23 )",0,73,0.188888888888889
"( 2 , 24 )",0.111111111111111,75,0.166666666666667
"( 2 , 25 )",0.125988157669742,68,0.244444444444444
"( 2 , 26 )",0,74,0.166666666666667
"( 2 , 27 )",0.149071198499986,70,0.222222222222222
"( 2 , 28 )",0,82,0.171717171717172
"( 2 , 29 )",0,72,0.2
"( 2 , 30 )",0,75,0.166666666666667
"( 2 , 31 )",0.105409255338946,77,0.144444444444444
"( 2 , 32 )",0,68,0.244444444444444
"( 2 , 33 )",0.111111111111111,73,0.188888888888889
"( 2 , 34 )",0,77,0.144444444444444
"( 2 , 35 )",0,73,0.188888888888889
"( 2 , 36 )",0,74,0.177777777777778
"( 2 , 37 )",0,71,0.211111111111111
"( 2 , 38 )",0.139009609371383,117,0.230263157894737
"( 2 , 39 )",0,74,0.177777777777778
"( 2 , 40 )",0.136082763487954,67,0.255555555555556
"( 2 , 41 )",0.192450089729875,69,0.233333333333333
"( 2 , 42 )",0.117851130197758,65,0.277777777777778
"( 2 , 43 )",0.111111111111111,73,0.188888888888889
"( 2 , 44 )",0,70,0.222222222222222
"( 2 , 45 )",0,76,0.191489361702128
"( 2 , 46 )",0.105409255338946,78,0.133333333333333
"( 2 , 47 )",0.117851130197758,69,0.233333333333333
"( 2 , 48 )",0,78,0.133333333333333
"( 2 , 49 )",0,73,0.188888888888889
"( 2 , 50 )",0.251976315339485,68,0.244444444444444
"( 2 , 51 )",0,71,0.211111111111111
"( 2 , 52 )",0.117851130197758,67,0.244444444444444
"( 2 , 53 )",0,76,0.216494845360825
"( 2 , 54 )",0,72,0.2
"( 2 , 55 )",0,83,0.161616161616162
"( 2 , 56 )",0,73,0.188888888888889
"( 2 , 57 )",0,70,0.222222222222222
"( 2 , 58 )",0.201007563051842,73,0.188888888888889
"( 2 , 59 )",0.111111111111111,74,0.177777777777778
"( 2 , 60 )",0,73,0.188888888888889
"( 2 , 61 )",0,76,0.173913043478261
"( 2 , 62 )",0,75,0.166666666666667
"( 2 , 63 )",0.117851130197758,72,0.2
"( 2 , 64 )",0,70,0.222222222222222
"( 2 , 65 )",0.210818510677892,72,0.2
"( 2 , 66 )",0,67,0.255555555555556
"( 2 , 67 )",0.117851130197758,71,0.211111111111111
"( 2 , 68 )",0,69,0.233333333333333
"( 2 , 69 )",0,71,0.211111111111111
"( 2 , 70 )",0.125988157669742,67,0.255555555555556
"( 2 , 71 )",0,71,0.211111111111111
"( 2 , 72 )",0.117851130197758,66,0.255555555555556
"( 2 , 73 )",0.117851130197758,74,0.186813186813187
"( 2 , 74 )",0.136082763487954,66,0.266666666666667
"( 2 , 75 )",0.111111111111111,73,0.206521739130435
"( 2 , 76 )",0.117851130197758,68,0.244444444444444
"( 2 , 77 )",0,71,0.211111111111111
"( 2 , 78 )",0,73,0.188888888888889
"( 2 , 79 )",0,74,0.177777777777778
"( 2 , 80 )",0,71,0.211111111111111
"( 2 , 81 )",0,75,0.166666666666667
"( 2 , 82 )",0,70,0.222222222222222
"( 2 , 83 )",0,68,0.244444444444444
"( 2 , 84 )",0,70,0.222222222222222
"( 2 , 85 )",0,89,0.198198198198198
"( 2 , 86 )",0,72,0.2
"( 2 , 87 )",0,72,0.2
"( 2 , 88 )",0,70,0.222222222222222
"( 2 , 89 )",0,69,0.222222222222222
"( 2 , 90 )",0,74,0.177777777777778
