"","tfidf simlarity","edit distance","edit distance similarity"
"( 0 , 44 )",0,42,0.192307692307692
"( 0 , 45 )",0,42,0.192307692307692
"( 0 , 46 )",0,39,0.25
"( 0 , 47 )",0,41,0.211538461538462
"( 0 , 48 )",0,68,0.218390804597701
"( 0 , 49 )",0.154303349962092,47,0.113207547169811
"( 0 , 50 )",0.154303349962092,48,0.172413793103448
"( 0 , 51 )",0,51,0.163934426229508
"( 0 , 52 )",0,87,0.201834862385321
"( 0 , 53 )",0,69,0.206896551724138
"( 0 , 54 )",0,57,0.185714285714286
"( 0 , 55 )",0,50,0.206349206349206
"( 0 , 56 )",0,57,0.2875
"( 0 , 57 )",0,41,0.211538461538462
"( 0 , 58 )",0,47,0.160714285714286
"( 0 , 59 )",0.136082763487954,45,0.134615384615385
"( 0 , 60 )",0,50,0.12280701754386
"( 0 , 61 )",0,45,0.150943396226415
"( 0 , 62 )",0,38,0.269230769230769
"( 0 , 63 )",0.11322770341446,60,0.2375
"( 0 , 64 )",0,57,0.185714285714286
"( 0 , 65 )",0,43,0.173076923076923
"( 0 , 66 )",0,42,0.192307692307692
"( 0 , 67 )",0,41,0.211538461538462
"( 0 , 68 )",0,48,0.186440677966102
"( 0 , 69 )",0,44,0.153846153846154
"( 0 , 70 )",0,44,0.153846153846154
"( 0 , 71 )",0,60,0.189189189189189
"( 0 , 72 )",0,43,0.173076923076923
"( 0 , 73 )",0.288675134594813,49,0.309859154929577
"( 0 , 74 )",0,47,0.175438596491228
"( 0 , 75 )",0,44,0.153846153846154
"( 0 , 76 )",0,50,0.230769230769231
"( 0 , 77 )",0,43,0.173076923076923
"( 0 , 78 )",0,60,0.189189189189189
"( 0 , 79 )",0,55,0.225352112676056
"( 0 , 80 )",0,41,0.211538461538462
"( 0 , 81 )",0,44,0.153846153846154
"( 0 , 82 )",0,45,0.134615384615385
"( 0 , 83 )",0,42,0.192307692307692
"( 0 , 84 )",0,43,0.188679245283019
"( 0 , 85 )",0,42,0.192307692307692
"( 0 , 86 )",0,40,0.230769230769231
"( 0 , 87 )",0.166666666666667,44,0.153846153846154
"( 0 , 88 )",0,98,0.209677419354839
"( 0 , 89 )",0,51,0.19047619047619
"( 0 , 90 )",0.166666666666667,42,0.192307692307692
"( 0 , 91 )",0,80,0.207920792079208
"( 0 , 92 )",0,80,0.207920792079208
"( 0 , 93 )",0,41,0.211538461538462
"( 0 , 94 )",0,52,0.2
"( 0 , 95 )",0,50,0.180327868852459
"( 0 , 96 )",0.182574185835055,41,0.211538461538462
"( 0 , 97 )",0.166666666666667,44,0.153846153846154
"( 0 , 98 )",0,48,0.186440677966102
"( 0 , 99 )",0.182574185835055,41,0.211538461538462
"( 0 , 100 )",0.129099444873581,64,0.235294117647059
"( 0 , 101 )",0,39,0.25
"( 0 , 102 )",0,39,0.25
"( 0 , 103 )",0,40,0.230769230769231
"( 0 , 104 )",0,43,0.173076923076923
"( 0 , 105 )",0,41,0.211538461538462
"( 0 , 106 )",0,40,0.230769230769231
"( 0 , 107 )",0,41,0.211538461538462
"( 0 , 108 )",0.123091490979333,77,0.259615384615385
"( 0 , 109 )",0,38,0.269230769230769
"( 0 , 110 )",0.182574185835055,40,0.230769230769231
"( 0 , 111 )",0.136082763487954,44,0.153846153846154
"( 1 , 0 )",0,45,0.134615384615385
"( 1 , 1 )",1,0,1
"( 1 , 2 )",0,55,0.276315789473684
"( 1 , 3 )",0,55,0.236111111111111
"( 1 , 4 )",0,59,0.233766233766234
"( 1 , 5 )",0,66,0.192771084337349
"( 1 , 6 )",0,90,0.196428571428571
"( 1 , 7 )",0.158113883008419,53,0.171875
"( 1 , 8 )",0,57,0.25
"( 1 , 9 )",0,41,0.196078431372549
"( 1 , 10 )",0,58,0.205479452054795
"( 1 , 11 )",0,70,0.211111111111111
"( 1 , 12 )",0,52,0.223880597014925
"( 1 , 13 )",0,60,0.220779220779221
"( 1 , 14 )",0,39,0.235294117647059
"( 1 , 15 )",0,40,0.196078431372549
"( 1 , 16 )",0,41,0.196078431372549
"( 1 , 17 )",0,41,0.196078431372549
"( 1 , 18 )",0,42,0.176470588235294
"( 1 , 19 )",0,44,0.228070175438597
"( 1 , 20 )",0,54,0.276315789473684
"( 1 , 21 )",0,41,0.196078431372549
"( 1 , 22 )",0,47,0.189655172413793
"( 1 , 23 )",0,41,0.196078431372549
"( 1 , 24 )",0,93,0.225
"( 1 , 25 )",0,62,0.24390243902439
"( 1 , 26 )",0,40,0.215686274509804
"( 1 , 27 )",0,66,0.241379310344828
"( 1 , 28 )",0,51,0.203125
"( 1 , 29 )",0,65,0.244186046511628
"( 1 , 30 )",0,43,0.156862745098039
"( 1 , 31 )",0,41,0.196078431372549
"( 1 , 32 )",0,39,0.235294117647059
"( 1 , 33 )",0,36,0.294117647058823
"( 1 , 34 )",0,39,0.235294117647059
"( 1 , 35 )",0,40,0.215686274509804
"( 1 , 36 )",0,42,0.271186440677966
"( 1 , 37 )",0,48,0.225806451612903
"( 1 , 38 )",0,39,0.235294117647059
"( 1 , 39 )",0,41,0.196078431372549
"( 1 , 40 )",0,51,0.19047619047619
"( 1 , 41 )",0,37,0.274509803921569
"( 1 , 42 )",0,57,0.197183098591549
"( 1 , 43 )",0,72,0.225806451612903
"( 1 , 44 )",0,42,0.176470588235294
"( 1 , 45 )",0,43,0.153846153846154
"( 1 , 46 )",0,38,0.254901960784314
"( 1 , 47 )",0,37,0.274509803921569
"( 1 , 48 )",0,64,0.264367816091954
"( 1 , 49 )",0,44,0.150943396226415
"( 1 , 50 )",0,47,0.189655172413793
"( 1 , 51 )",0,48,0.213114754098361
"( 1 , 52 )",0,82,0.247706422018349
"( 1 , 53 )",0,63,0.252873563218391
"( 1 , 54 )",0,51,0.257142857142857
"( 1 , 55 )",0.182574185835055,49,0.222222222222222
"( 1 , 56 )",0.158113883008419,60,0.25
"( 1 , 57 )",0,40,0.196078431372549
"( 1 , 58 )",0,46,0.178571428571429
"( 1 , 59 )",0,41,0.196078431372549
"( 1 , 60 )",0,50,0.12280701754386
"( 1 , 61 )",0,47,0.113207547169811
"( 1 , 62 )",0,36,0.294117647058823
"( 1 , 63 )",0,63,0.2125
"( 1 , 64 )",0,53,0.228571428571429
"( 1 , 65 )",0,40,0.215686274509804
"( 1 , 66 )",0,40,0.215686274509804
"( 1 , 67 )",0,44,0.137254901960784
"( 1 , 68 )",0,47,0.203389830508475
"( 1 , 69 )",0,41,0.196078431372549
"( 1 , 70 )",0,44,0.153846153846154
"( 1 , 71 )",0,53,0.283783783783784
"( 1 , 72 )",0,41,0.196078431372549
"( 1 , 73 )",0,53,0.253521126760563
"( 1 , 74 )",0,43,0.245614035087719
"( 1 , 75 )",0,41,0.196078431372549
"( 1 , 76 )",0,53,0.184615384615385
"( 1 , 77 )",0,44,0.153846153846154
"( 1 , 78 )",0,53,0.283783783783784
"( 1 , 79 )",0,54,0.23943661971831
"( 1 , 80 )",0,40,0.215686274509804
"( 1 , 81 )",0,43,0.156862745098039
"( 1 , 82 )",0,44,0.137254901960784
"( 1 , 83 )",0,38,0.235294117647059
"( 1 , 84 )",0,43,0.188679245283019
"( 1 , 85 )",0,38,0.235294117647059
"( 1 , 86 )",0,41,0.196078431372549
"( 1 , 87 )",0,39,0.215686274509804
"( 1 , 88 )",0,99,0.201612903225806
"( 1 , 89 )",0,48,0.238095238095238
"( 1 , 90 )",0.182574185835055,32,0.372549019607843
"( 1 , 91 )",0,70,0.306930693069307
"( 1 , 92 )",0,70,0.306930693069307
"( 1 , 93 )",0,40,0.215686274509804
"( 1 , 94 )",0,51,0.215384615384615
"( 1 , 95 )",0,49,0.19672131147541
"( 1 , 96 )",0,38,0.254901960784314
"( 1 , 97 )",0,39,0.215686274509804
"( 1 , 98 )",0,45,0.220338983050847
"( 1 , 99 )",0,38,0.254901960784314
"( 1 , 100 )",0.14142135623731,65,0.235294117647059
"( 1 , 101 )",0,40,0.215686274509804
"( 1 , 102 )",0,41,0.196078431372549
"( 1 , 103 )",0,40,0.215686274509804
"( 1 , 104 )",0,41,0.196078431372549
"( 1 , 105 )",0,40,0.215686274509804
"( 1 , 106 )",0,39,0.235294117647059
"( 1 , 107 )",0,35,0.313725490196078
"( 1 , 108 )",0,78,0.25
"( 1 , 109 )",0,40,0.215686274509804
"( 1 , 110 )",0,42,0.176470588235294
"( 1 , 111 )",0,44,0.137254901960784
"( 2 , 0 )",0.308606699924184,62,0.184210526315789
"( 2 , 1 )",0,55,0.276315789473684
"( 2 , 2 )",1,0,1
"( 2 , 3 )",0.154303349962092,59,0.223684210526316
"( 2 , 4 )",0,63,0.181818181818182
"( 2 , 5 )",0.113960576459638,62,0.253012048192771
"( 2 , 6 )",0,83,0.258928571428571
"( 2 , 7 )",0,57,0.223684210526316
"( 2 , 8 )",0,67,0.118421052631579
"( 2 , 9 )",0,57,0.25
"( 2 , 10 )",0,63,0.171052631578947
"( 2 , 11 )",0,71,0.211111111111111
"( 2 , 12 )",0,59,0.223684210526316
"( 2 , 13 )",0,63,0.168831168831169
"( 2 , 14 )",0,62,0.184210526315789
"( 2 , 15 )",0,57,0.25
"( 2 , 16 )",0,60,0.210526315789474
"( 2 , 17 )",0,60,0.210526315789474
"( 2 , 18 )",0,56,0.263157894736842
"( 2 , 19 )",0,56,0.236842105263158
"( 2 , 20 )",0,56,0.263157894736842
"( 2 , 21 )",0,57,0.25
"( 2 , 22 )",0,59,0.223684210526316
"( 2 , 23 )",0,62,0.184210526315789
"( 2 , 24 )",0,88,0.258333333333333
"( 2 , 25 )",0,62,0.24390243902439
"( 2 , 26 )",0,58,0.236842105263158
"( 2 , 27 )",0,65,0.252873563218391
"( 2 , 28 )",0,61,0.197368421052632
"( 2 , 29 )",0,64,0.255813953488372
"( 2 , 30 )",0,58,0.236842105263158
"( 2 , 31 )",0,57,0.25
"( 2 , 32 )",0,59,0.223684210526316
"( 2 , 33 )",0,51,0.315789473684211
"( 2 , 34 )",0,61,0.197368421052632
"( 2 , 35 )",0,57,0.25
"( 2 , 36 )",0,61,0.197368421052632
"( 2 , 37 )",0,58,0.223684210526316
"( 2 , 38 )",0,59,0.223684210526316
"( 2 , 39 )",0,56,0.263157894736842
"( 2 , 40 )",0,59,0.210526315789474
"( 2 , 41 )",0,59,0.223684210526316
"( 2 , 42 )",0,61,0.171052631578947
"( 2 , 43 )",0,69,0.258064516129032
"( 2 , 44 )",0,59,0.223684210526316
"( 2 , 45 )",0,58,0.236842105263158
"( 2 , 46 )",0,59,0.223684210526316
"( 2 , 47 )",0,59,0.223684210526316
"( 2 , 48 )",0,66,0.241379310344828
"( 2 , 49 )",0,54,0.289473684210526
"( 2 , 50 )",0,58,0.236842105263158
"( 2 , 51 )",0,60,0.210526315789474
"( 2 , 52 )",0,84,0.229357798165138
"( 2 , 53 )",0,63,0.275862068965517
"( 2 , 54 )",0,55,0.276315789473684
"( 2 , 55 )",0,57,0.25
"( 2 , 56 )",0,61,0.225
"( 2 , 57 )",0,59,0.223684210526316
"( 2 , 58 )",0,58,0.236842105263158
"( 2 , 59 )",0,55,0.276315789473684
"( 2 , 60 )",0,60,0.210526315789474
"( 2 , 61 )",0,57,0.236842105263158
"( 2 , 62 )",0,55,0.276315789473684
"( 2 , 63 )",0,64,0.2
"( 2 , 64 )",0,60,0.210526315789474
"( 2 , 65 )",0,60,0.210526315789474
"( 2 , 66 )",0,60,0.210526315789474
"( 2 , 67 )",0,56,0.263157894736842
"( 2 , 68 )",0,58,0.236842105263158
"( 2 , 69 )",0,61,0.197368421052632
"( 2 , 70 )",0,55,0.263157894736842
"( 2 , 71 )",0,55,0.276315789473684
"( 2 , 72 )",0,61,0.197368421052632
"( 2 , 73 )",0,62,0.184210526315789
"( 2 , 74 )",0,58,0.236842105263158
"( 2 , 75 )",0,59,0.223684210526316
"( 2 , 76 )",0,61,0.197368421052632
"( 2 , 77 )",0,56,0.263157894736842
"( 2 , 78 )",0,57,0.25
"( 2 , 79 )",0,61,0.197368421052632
"( 2 , 80 )",0,60,0.210526315789474
"( 2 , 81 )",0,58,0.236842105263158
"( 2 , 82 )",0,59,0.223684210526316
"( 2 , 83 )",0,60,0.210526315789474
"( 2 , 84 )",0,59,0.223684210526316
"( 2 , 85 )",0,60,0.210526315789474
"( 2 , 86 )",0,61,0.197368421052632
"( 2 , 87 )",0,55,0.276315789473684
"( 2 , 88 )",0,94,0.241935483870968
"( 2 , 89 )",0,62,0.184210526315789
"( 2 , 90 )",0,61,0.197368421052632
"( 2 , 91 )",0,75,0.247524752475248
"( 2 , 92 )",0,75,0.247524752475248
"( 2 , 93 )",0,60,0.210526315789474
"( 2 , 94 )",0,60,0.210526315789474
"( 2 , 95 )",0.154303349962092,57,0.25
"( 2 , 96 )",0,60,0.210526315789474
"( 2 , 97 )",0,55,0.276315789473684
"( 2 , 98 )",0,58,0.236842105263158
"( 2 , 99 )",0,60,0.210526315789474
"( 2 , 100 )",0,70,0.164705882352941
"( 2 , 101 )",0,57,0.236842105263158
"( 2 , 102 )",0,59,0.210526315789474
"( 2 , 103 )",0,60,0.210526315789474
"( 2 , 104 )",0,58,0.236842105263158
"( 2 , 105 )",0,62,0.184210526315789
"( 2 , 106 )",0,61,0.197368421052632
"( 2 , 107 )",0,59,0.223684210526316
"( 2 , 108 )",0,74,0.278846153846154
"( 2 , 109 )",0,59,0.223684210526316
"( 2 , 110 )",0,58,0.236842105263158
"( 2 , 111 )",0,61,0.197368421052632
"( 3 , 0 )",0.166666666666667,52,0.277777777777778
"( 3 , 1 )",0,55,0.236111111111111
"( 3 , 2 )",0.154303349962092,59,0.223684210526316
"( 3 , 3 )",1,0,1
"( 3 , 4 )",0,62,0.181818181818182
"( 3 , 5 )",0,63,0.240963855421687
"( 3 , 6 )",0.117851130197758,79,0.294642857142857
"( 3 , 7 )",0,56,0.222222222222222
"( 3 , 8 )",0.129099444873581,60,0.210526315789474
"( 3 , 9 )",0,54,0.25
"( 3 , 10 )",0,56,0.232876712328767
"( 3 , 11 )",0.136082763487954,69,0.233333333333333
"( 3 , 12 )",0,54,0.25
"( 3 , 13 )",0.154303349962092,58,0.246753246753247
"( 3 , 14 )",0,58,0.194444444444444
"( 3 , 15 )",0,53,0.263888888888889
"( 3 , 16 )",0,58,0.194444444444444
"( 3 , 17 )",0,58,0.194444444444444
"( 3 , 18 )",0,53,0.263888888888889
"( 3 , 19 )",0,55,0.236111111111111
"( 3 , 20 )",0.136082763487954,57,0.25
"( 3 , 21 )",0,56,0.222222222222222
"( 3 , 22 )",0,56,0.222222222222222
"( 3 , 23 )",0,59,0.180555555555556
"( 3 , 24 )",0,95,0.208333333333333
"( 3 , 25 )",0,62,0.24390243902439
"( 3 , 26 )",0,56,0.222222222222222
"( 3 , 27 )",0,67,0.229885057471264
"( 3 , 28 )",0,58,0.194444444444444
"( 3 , 29 )",0,66,0.232558139534884
"( 3 , 30 )",0,52,0.277777777777778
"( 3 , 31 )",0,51,0.291666666666667
"( 3 , 32 )",0,54,0.25
"( 3 , 33 )",0,53,0.263888888888889
"( 3 , 34 )",0,54,0.25
"( 3 , 35 )",0,55,0.222222222222222
"( 3 , 36 )",0,56,0.222222222222222
"( 3 , 37 )",0,58,0.180555555555556
"( 3 , 38 )",0,55,0.236111111111111
"( 3 , 39 )",0,58,0.194444444444444
"( 3 , 40 )",0,53,0.25
"( 3 , 41 )",0,60,0.166666666666667
"( 3 , 42 )",0,53,0.263888888888889
"( 3 , 43 )",0,72,0.225806451612903
"( 3 , 44 )",0,60,0.166666666666667
"( 3 , 45 )",0,56,0.222222222222222
"( 3 , 46 )",0.204124145231932,55,0.236111111111111
"( 3 , 47 )",0,60,0.166666666666667
"( 3 , 48 )",0,67,0.229885057471264
"( 3 , 49 )",0,51,0.291666666666667
"( 3 , 50 )",0,53,0.263888888888889
"( 3 , 51 )",0,56,0.222222222222222
"( 3 , 52 )",0,82,0.247706422018349
"( 3 , 53 )",0,62,0.28735632183908
"( 3 , 54 )",0,60,0.166666666666667
"( 3 , 55 )",0,54,0.25
"( 3 , 56 )",0,66,0.175
"( 3 , 57 )",0,47,0.347222222222222
"( 3 , 58 )",0,54,0.236111111111111
"( 3 , 59 )",0.136082763487954,48,0.333333333333333
"( 3 , 60 )",0.154303349962092,52,0.277777777777778
"( 3 , 61 )",0,58,0.194444444444444
"( 3 , 62 )",0,51,0.291666666666667
"( 3 , 63 )",0,61,0.2375
"( 3 , 64 )",0,61,0.152777777777778
"( 3 , 65 )",0,59,0.180555555555556
"( 3 , 66 )",0,60,0.166666666666667
"( 3 , 67 )",0,55,0.236111111111111
"( 3 , 68 )",0,55,0.222222222222222
"( 3 , 69 )",0,60,0.166666666666667
"( 3 , 70 )",0,53,0.263888888888889
"( 3 , 71 )",0,57,0.22972972972973
"( 3 , 72 )",0,61,0.152777777777778
"( 3 , 73 )",0,58,0.194444444444444
"( 3 , 74 )",0,54,0.236111111111111
"( 3 , 75 )",0,53,0.263888888888889
"( 3 , 76 )",0,59,0.180555555555556
"( 3 , 77 )",0.154303349962092,54,0.25
"( 3 , 78 )",0,58,0.216216216216216
"( 3 , 79 )",0,59,0.180555555555556
"( 3 , 80 )",0,55,0.236111111111111
"( 3 , 81 )",0,54,0.25
"( 3 , 82 )",0,58,0.194444444444444
"( 3 , 83 )",0,52,0.277777777777778
"( 3 , 84 )",0,57,0.208333333333333
"( 3 , 85 )",0,52,0.277777777777778
"( 3 , 86 )",0,59,0.180555555555556
"( 3 , 87 )",0,50,0.291666666666667
"( 3 , 88 )",0,98,0.209677419354839
"( 3 , 89 )",0,57,0.208333333333333
"( 3 , 90 )",0,55,0.236111111111111
"( 3 , 91 )",0.129099444873581,75,0.257425742574257
"( 3 , 92 )",0.129099444873581,75,0.257425742574257
"( 3 , 93 )",0,55,0.236111111111111
"( 3 , 94 )",0.154303349962092,60,0.166666666666667
"( 3 , 95 )",0,56,0.208333333333333
"( 3 , 96 )",0,55,0.236111111111111
"( 3 , 97 )",0,50,0.291666666666667
"( 3 , 98 )",0,55,0.236111111111111
"( 3 , 99 )",0,55,0.236111111111111
"( 3 , 100 )",0,66,0.223529411764706
"( 3 , 101 )",0,52,0.277777777777778
"( 3 , 102 )",0,51,0.291666666666667
"( 3 , 103 )",0,59,0.180555555555556
"( 3 , 104 )",0.182574185835055,55,0.236111111111111
"( 3 , 105 )",0.182574185835055,58,0.194444444444444
"( 3 , 106 )",0,59,0.180555555555556
"( 3 , 107 )",0.182574185835055,53,0.263888888888889
"( 3 , 108 )",0,78,0.25
"( 3 , 109 )",0,56,0.222222222222222
"( 3 , 110 )",0,55,0.236111111111111
"( 3 , 111 )",0,57,0.208333333333333
"( 4 , 0 )",0,60,0.220779220779221
"( 4 , 1 )",0,59,0.233766233766234
"( 4 , 2 )",0,63,0.181818181818182
"( 4 , 3 )",0,62,0.181818181818182
"( 4 , 4 )",1,0,1
"( 4 , 5 )",0,71,0.144578313253012
"( 4 , 6 )",0,89,0.205357142857143
"( 4 , 7 )",0.125,57,0.25974025974026
"( 4 , 8 )",0,63,0.181818181818182
"( 4 , 9 )",0,54,0.285714285714286
"( 4 , 10 )",0,62,0.194805194805195
"( 4 , 11 )",0,67,0.244444444444444
"( 4 , 12 )",0,62,0.194805194805195
"( 4 , 13 )",0,66,0.142857142857143
"( 4 , 14 )",0,61,0.207792207792208
"( 4 , 15 )",0,60,0.220779220779221
"( 4 , 16 )",0,64,0.168831168831169
"( 4 , 17 )",0,64,0.168831168831169
"( 4 , 18 )",0,58,0.246753246753247
"( 4 , 19 )",0,63,0.181818181818182
"( 4 , 20 )",0,62,0.194805194805195
"( 4 , 21 )",0,60,0.207792207792208
"( 4 , 22 )",0,58,0.233766233766234
"( 4 , 23 )",0,66,0.142857142857143
"( 4 , 24 )",0,95,0.208333333333333
"( 4 , 25 )",0,66,0.182926829268293
"( 4 , 26 )",0,55,0.285714285714286
"( 4 , 27 )",0,70,0.195402298850575
"( 4 , 28 )",0,61,0.207792207792208
"( 4 , 29 )",0,69,0.197674418604651
"( 4 , 30 )",0,59,0.233766233766234
"( 4 , 31 )",0,61,0.207792207792208
"( 4 , 32 )",0,58,0.246753246753247
"( 4 , 33 )",0,60,0.220779220779221
"( 4 , 34 )",0,59,0.233766233766234
"( 4 , 35 )",0,60,0.220779220779221
"( 4 , 36 )",0,61,0.207792207792208
"( 4 , 37 )",0,58,0.246753246753247
"( 4 , 38 )",0,62,0.194805194805195
"( 4 , 39 )",0,59,0.233766233766234
"( 4 , 40 )",0,58,0.246753246753247
"( 4 , 41 )",0,60,0.220779220779221
"( 4 , 42 )",0,66,0.142857142857143
"( 4 , 43 )",0,69,0.258064516129032
"( 4 , 44 )",0,63,0.181818181818182
"( 4 , 45 )",0,59,0.233766233766234
"( 4 , 46 )",0,59,0.233766233766234
"( 4 , 47 )",0,60,0.220779220779221
"( 4 , 48 )",0.106600358177805,61,0.298850574712644
"( 4 , 49 )",0,58,0.246753246753247
"( 4 , 50 )",0,61,0.207792207792208
"( 4 , 51 )",0,60,0.220779220779221
"( 4 , 52 )",0,82,0.247706422018349
"( 4 , 53 )",0,67,0.218390804597701
"( 4 , 54 )",0,62,0.181818181818182
"( 4 , 55 )",0,60,0.220779220779221
"( 4 , 56 )",0,64,0.2
"( 4 , 57 )",0,62,0.194805194805195
"( 4 , 58 )",0,59,0.233766233766234
"( 4 , 59 )",0,59,0.233766233766234
"( 4 , 60 )",0,65,0.155844155844156
"( 4 , 61 )",0,59,0.233766233766234
"( 4 , 62 )",0,57,0.25974025974026
"( 4 , 63 )",0,63,0.2125
"( 4 , 64 )",0,63,0.181818181818182
"( 4 , 65 )",0,63,0.181818181818182
"( 4 , 66 )",0,64,0.168831168831169
"( 4 , 67 )",0,57,0.25974025974026
"( 4 , 68 )",0,60,0.220779220779221
"( 4 , 69 )",0,64,0.168831168831169
"( 4 , 70 )",0,58,0.246753246753247
"( 4 , 71 )",0,58,0.246753246753247
"( 4 , 72 )",0,65,0.155844155844156
"( 4 , 73 )",0,63,0.181818181818182
"( 4 , 74 )",0,62,0.194805194805195
"( 4 , 75 )",0,58,0.246753246753247
"( 4 , 76 )",0,62,0.194805194805195
"( 4 , 77 )",0,64,0.168831168831169
"( 4 , 78 )",0,58,0.246753246753247
"( 4 , 79 )",0,63,0.181818181818182
"( 4 , 80 )",0,58,0.246753246753247
"( 4 , 81 )",0.144337567297406,52,0.324675324675325
"( 4 , 82 )",0,61,0.207792207792208
"( 4 , 83 )",0,61,0.207792207792208
"( 4 , 84 )",0,53,0.311688311688312
"( 4 , 85 )",0,61,0.207792207792208
"( 4 , 86 )",0,58,0.246753246753247
"( 4 , 87 )",0,59,0.233766233766234
"( 4 , 88 )",0,93,0.25
"( 4 , 89 )",0.133630620956212,48,0.376623376623377
"( 4 , 90 )",0,55,0.285714285714286
"( 4 , 91 )",0.111803398874989,71,0.297029702970297
"( 4 , 92 )",0.111803398874989,71,0.297029702970297
"( 4 , 93 )",0,59,0.233766233766234
"( 4 , 94 )",0,60,0.220779220779221
"( 4 , 95 )",0,54,0.298701298701299
"( 4 , 96 )",0,60,0.220779220779221
"( 4 , 97 )",0,59,0.233766233766234
"( 4 , 98 )",0,59,0.233766233766234
"( 4 , 99 )",0,60,0.220779220779221
"( 4 , 100 )",0,67,0.2
"( 4 , 101 )",0,60,0.220779220779221
"( 4 , 102 )",0,62,0.194805194805195
"( 4 , 103 )",0,63,0.181818181818182
"( 4 , 104 )",0,57,0.25974025974026
"( 4 , 105 )",0,60,0.220779220779221
"( 4 , 106 )",0,62,0.194805194805195
"( 4 , 107 )",0,59,0.220779220779221
"( 4 , 108 )",0,75,0.278846153846154
"( 4 , 109 )",0,61,0.207792207792208
"( 4 , 110 )",0,59,0.233766233766234
"( 4 , 111 )",0,59,0.233766233766234
"( 5 , 0 )",0,66,0.204819277108434
"( 5 , 1 )",0,66,0.192771084337349
"( 5 , 2 )",0.113960576459638,62,0.253012048192771
"( 5 , 3 )",0,63,0.240963855421687
"( 5 , 4 )",0,71,0.144578313253012
"( 5 , 5 )",1,0,1
"( 5 , 6 )",0,85,0.232142857142857
"( 5 , 7 )",0,66,0.204819277108434
"( 5 , 8 )",0.0953462589245592,63,0.240963855421687
"( 5 , 9 )",0,66,0.204819277108434
"( 5 , 10 )",0,63,0.240963855421687
"( 5 , 11 )",0,72,0.2
"( 5 , 12 )",0,66,0.204819277108434
"( 5 , 13 )",0.113960576459638,60,0.27710843373494
"( 5 , 14 )",0,68,0.180722891566265
"( 5 , 15 )",0,63,0.240963855421687
"( 5 , 16 )",0.174077655955698,66,0.204819277108434
"( 5 , 17 )",0.174077655955698,66,0.204819277108434
"( 5 , 18 )",0,63,0.240963855421687
"( 5 , 19 )",0,66,0.204819277108434
"( 5 , 20 )",0,63,0.240963855421687
"( 5 , 21 )",0,62,0.253012048192771
"( 5 , 22 )",0,66,0.204819277108434
"( 5 , 23 )",0,72,0.132530120481928
"( 5 , 24 )",0,92,0.216666666666667
"( 5 , 25 )",0,66,0.204819277108434
"( 5 , 26 )",0,67,0.192771084337349
"( 5 , 27 )",0,67,0.206896551724138
"( 5 , 28 )",0,66,0.204819277108434
"( 5 , 29 )",0,66,0.209302325581395
"( 5 , 30 )",0,65,0.216867469879518
"( 5 , 31 )",0,64,0.204819277108434
"( 5 , 32 )",0,63,0.240963855421687
"( 5 , 33 )",0,61,0.265060240963855
"( 5 , 34 )",0,67,0.192771084337349
"( 5 , 35 )",0,57,0.313253012048193
"( 5 , 36 )",0,66,0.204819277108434
"( 5 , 37 )",0,70,0.156626506024096
"( 5 , 38 )",0,66,0.204819277108434
"( 5 , 39 )",0,65,0.216867469879518
