"","tfidf simlarity","edit distance","edit distance similarity"
"( 1 , 24 )",0,62,0.194805194805195
"( 1 , 25 )",0,56,0.272727272727273
"( 1 , 26 )",0,66,0.214285714285714
"( 1 , 27 )",0,61,0.207792207792208
"( 1 , 28 )",0,59,0.233766233766234
"( 1 , 29 )",0,63,0.181818181818182
"( 1 , 30 )",0,59,0.233766233766234
"( 1 , 31 )",0,59,0.233766233766234
"( 1 , 32 )",0,58,0.246753246753247
"( 1 , 33 )",0,58,0.246753246753247
"( 1 , 34 )",0,58,0.246753246753247
"( 1 , 35 )",0,65,0.155844155844156
"( 1 , 36 )",0,58,0.233766233766234
"( 1 , 37 )",0,61,0.207792207792208
"( 1 , 38 )",0,59,0.220779220779221
"( 1 , 39 )",0,60,0.220779220779221
"( 1 , 40 )",0,63,0.181818181818182
"( 1 , 41 )",0,60,0.220779220779221
"( 1 , 42 )",0,66,0.142857142857143
"( 1 , 43 )",0,59,0.233766233766234
"( 1 , 44 )",0,59,0.233766233766234
"( 1 , 45 )",0,66,0.142857142857143
"( 1 , 46 )",0,65,0.155844155844156
"( 1 , 47 )",0,59,0.233766233766234
"( 1 , 48 )",0,60,0.220779220779221
"( 1 , 49 )",0,57,0.25974025974026
"( 1 , 50 )",0,59,0.220779220779221
"( 1 , 51 )",0,62,0.194805194805195
"( 1 , 52 )",0,63,0.181818181818182
"( 1 , 53 )",0,63,0.181818181818182
"( 1 , 54 )",0,61,0.207792207792208
"( 1 , 55 )",0,60,0.220779220779221
"( 1 , 56 )",0.14142135623731,52,0.324675324675325
"( 1 , 57 )",0,58,0.246753246753247
"( 1 , 58 )",0,64,0.238095238095238
"( 1 , 59 )",0,64,0.168831168831169
"( 1 , 60 )",0,64,0.168831168831169
"( 1 , 61 )",0,61,0.207792207792208
"( 1 , 62 )",0,58,0.246753246753247
"( 1 , 63 )",0,59,0.233766233766234
"( 1 , 64 )",0,55,0.272727272727273
"( 1 , 65 )",0,76,0.232323232323232
"( 1 , 66 )",0,71,0.24468085106383
"( 1 , 67 )",0,63,0.20253164556962
"( 1 , 68 )",0,94,0.235772357723577
"( 1 , 69 )",0,63,0.181818181818182
"( 1 , 70 )",0,70,0.213483146067416
"( 1 , 71 )",0,60,0.220779220779221
"( 1 , 72 )",0,62,0.194805194805195
"( 1 , 73 )",0,57,0.25974025974026
"( 1 , 74 )",0,90,0.243697478991597
"( 1 , 75 )",0,59,0.233766233766234
"( 1 , 76 )",0,90,0.243697478991597
"( 1 , 77 )",0,61,0.207792207792208
"( 1 , 78 )",0,61,0.207792207792208
"( 1 , 79 )",0,76,0.232323232323232
"( 1 , 80 )",0,60,0.220779220779221
"( 1 , 81 )",0,62,0.194805194805195
"( 1 , 82 )",0,81,0.256880733944954
"( 1 , 83 )",0,90,0.243697478991597
"( 1 , 84 )",0,61,0.207792207792208
"( 1 , 85 )",0,60,0.220779220779221
"( 1 , 86 )",0,58,0.246753246753247
"( 1 , 87 )",0,58,0.246753246753247
"( 1 , 88 )",0,70,0.204545454545455
"( 1 , 89 )",0,84,0.243243243243243
"( 1 , 90 )",0,61,0.207792207792208
"( 1 , 91 )",0,72,0.26530612244898
"( 1 , 92 )",0,66,0.195121951219512
"( 1 , 93 )",0,58,0.246753246753247
"( 1 , 94 )",0,56,0.272727272727273
"( 1 , 95 )",0,64,0.168831168831169
"( 1 , 96 )",0,84,0.243243243243243
"( 1 , 97 )",0,75,0.247524752475248
"( 1 , 98 )",0,66,0.195121951219512
"( 1 , 99 )",0,66,0.195121951219512
"( 1 , 100 )",0,56,0.272727272727273
"( 1 , 101 )",0,57,0.25974025974026
"( 1 , 102 )",0,55,0.272727272727273
"( 1 , 103 )",0,63,0.181818181818182
"( 1 , 104 )",0,58,0.246753246753247
"( 1 , 105 )",0,60,0.220779220779221
"( 1 , 106 )",0,77,0.197916666666667
"( 1 , 107 )",0,64,0.168831168831169
"( 1 , 108 )",0,63,0.181818181818182
"( 1 , 109 )",0,57,0.25974025974026
"( 1 , 110 )",0,68,0.235955056179775
"( 1 , 111 )",0,60,0.220779220779221
"( 1 , 112 )",0,62,0.194805194805195
"( 1 , 113 )",0,63,0.181818181818182
"( 1 , 114 )",0,58,0.246753246753247
"( 1 , 115 )",0,64,0.168831168831169
"( 1 , 116 )",0,55,0.285714285714286
"( 1 , 117 )",0,60,0.220779220779221
"( 1 , 118 )",0,60,0.220779220779221
"( 1 , 119 )",0.0877058019307029,70,0.306930693069307
"( 1 , 120 )",0,77,0
"( 1 , 121 )",0,66,0.142857142857143
"( 1 , 122 )",0,59,0.220779220779221
"( 1 , 123 )",0,57,0.25974025974026
"( 1 , 124 )",0,58,0.246753246753247
"( 1 , 125 )",0,60,0.220779220779221
"( 1 , 126 )",0,63,0.181818181818182
"( 1 , 127 )",0,58,0.233766233766234
"( 1 , 128 )",0,58,0.246753246753247
"( 1 , 129 )",0,64,0.168831168831169
"( 1 , 130 )",0,63,0.181818181818182
"( 1 , 131 )",0,67,0.263736263736264
"( 1 , 132 )",0,62,0.194805194805195
"( 1 , 133 )",0,61,0.207792207792208
"( 1 , 134 )",0,54,0.298701298701299
"( 1 , 135 )",0,61,0.207792207792208
"( 1 , 136 )",0,62,0.194805194805195
"( 1 , 137 )",0,73,0.206521739130435
"( 1 , 138 )",0,55,0.285714285714286
"( 1 , 139 )",0.119522860933439,53,0.298701298701299
"( 1 , 140 )",0,56,0.272727272727273
"( 1 , 141 )",0,63,0.181818181818182
"( 1 , 142 )",0,77,0.252427184466019
"( 1 , 143 )",0,58,0.246753246753247
"( 1 , 144 )",0,53,0.311688311688312
"( 1 , 145 )",0,57,0.25974025974026
"( 1 , 146 )",0,73,0.239583333333333
"( 1 , 147 )",0,56,0.272727272727273
"( 1 , 148 )",0,60,0.220779220779221
"( 1 , 149 )",0,56,0.272727272727273
"( 1 , 150 )",0,60,0.207792207792208
"( 1 , 151 )",0,63,0.181818181818182
"( 1 , 152 )",0,66,0.142857142857143
"( 1 , 153 )",0,118,0.208053691275168
"( 1 , 154 )",0,60,0.220779220779221
"( 1 , 155 )",0,67,0.12987012987013
"( 1 , 156 )",0,61,0.207792207792208
"( 1 , 157 )",0,58,0.246753246753247
"( 1 , 158 )",0,67,0.12987012987013
"( 1 , 159 )",0,57,0.25974025974026
"( 1 , 160 )",0,53,0.298701298701299
"( 1 , 161 )",0,77,0
"( 1 , 162 )",0,69,0.146341463414634
"( 1 , 163 )",0,66,0.142857142857143
"( 1 , 164 )",0.158113883008419,60,0.220779220779221
"( 1 , 165 )",0,60,0.220779220779221
"( 1 , 166 )",0,60,0.220779220779221
"( 1 , 167 )",0,60,0.220779220779221
"( 1 , 168 )",0,60,0.220779220779221
"( 1 , 169 )",0,57,0.25974025974026
"( 1 , 170 )",0,64,0.228915662650602
"( 1 , 171 )",0,64,0.168831168831169
"( 1 , 172 )",0.129099444873581,56,0.272727272727273
"( 1 , 173 )",0.14142135623731,56,0.272727272727273
"( 1 , 174 )",0.129099444873581,58,0.246753246753247
"( 1 , 175 )",0,59,0.233766233766234
"( 1 , 176 )",0,63,0.181818181818182
"( 1 , 177 )",0,61,0.207792207792208
"( 1 , 178 )",0,62,0.194805194805195
"( 1 , 179 )",0,57,0.25974025974026
"( 1 , 180 )",0,65,0.155844155844156
"( 1 , 181 )",0,59,0.233766233766234
"( 1 , 182 )",0,61,0.207792207792208
"( 1 , 183 )",0,61,0.207792207792208
"( 1 , 184 )",0,61,0.207792207792208
"( 1 , 185 )",0,61,0.194805194805195
"( 1 , 186 )",0,64,0.168831168831169
"( 1 , 187 )",0,55,0.285714285714286
"( 1 , 188 )",0,63,0.168831168831169
"( 1 , 189 )",0.119522860933439,53,0.298701298701299
"( 1 , 190 )",0,64,0.168831168831169
"( 1 , 191 )",0,59,0.233766233766234
"( 1 , 192 )",0,77,0
"( 1 , 193 )",0,58,0.233766233766234
"( 1 , 194 )",0,63,0.181818181818182
"( 1 , 195 )",0,69,0.146341463414634
"( 1 , 196 )",0,61,0.207792207792208
"( 1 , 197 )",0.119522860933439,52,0.324675324675325
"( 1 , 198 )",0,77,0
"( 1 , 199 )",0,61,0.207792207792208
"( 1 , 200 )",0,61,0.207792207792208
"( 1 , 201 )",0,69,0.206896551724138
"( 1 , 202 )",0,76,0.276190476190476
"( 1 , 203 )",0,65,0.155844155844156
"( 1 , 204 )",0,69,0.25
"( 1 , 205 )",0,56,0.272727272727273
"( 1 , 206 )",0,61,0.194805194805195
"( 1 , 207 )",0,59,0.220779220779221
"( 1 , 208 )",0,61,0.207792207792208
"( 1 , 209 )",0,61,0.207792207792208
"( 1 , 210 )",0,59,0.233766233766234
"( 1 , 211 )",0,60,0.220779220779221
"( 1 , 212 )",0,58,0.246753246753247
"( 1 , 213 )",0,62,0.194805194805195
"( 1 , 214 )",0,59,0.233766233766234
"( 1 , 215 )",0,65,0.155844155844156
"( 1 , 216 )",0,60,0.220779220779221
"( 1 , 217 )",0.14142135623731,60,0.220779220779221
"( 1 , 218 )",0.129099444873581,55,0.285714285714286
"( 1 , 219 )",0,67,0.1625
"( 1 , 220 )",0.111803398874989,57,0.25974025974026
"( 1 , 221 )",0,61,0.207792207792208
"( 1 , 222 )",0.111803398874989,57,0.25974025974026
"( 1 , 223 )",0,60,0.220779220779221
"( 1 , 224 )",0,61,0.207792207792208
"( 1 , 225 )",0,60,0.207792207792208
"( 1 , 226 )",0,60,0.220779220779221
"( 1 , 227 )",0,56,0.272727272727273
"( 1 , 228 )",0,60,0.220779220779221
"( 1 , 229 )",0,59,0.233766233766234
"( 1 , 230 )",0,63,0.181818181818182
"( 1 , 231 )",0,58,0.246753246753247
"( 1 , 232 )",0,58,0.246753246753247
"( 1 , 233 )",0,64,0.168831168831169
"( 1 , 234 )",0,57,0.25974025974026
"( 1 , 235 )",0,59,0.233766233766234
"( 1 , 236 )",0,59,0.233766233766234
"( 1 , 237 )",0,73,0.051948051948052
"( 1 , 238 )",0,62,0.194805194805195
"( 1 , 239 )",0,57,0.25974025974026
"( 1 , 240 )",0,55,0.285714285714286
"( 1 , 241 )",0,56,0.272727272727273
"( 1 , 242 )",0,67,0.12987012987013
"( 1 , 243 )",0.0953462589245592,72,0.28
"( 1 , 244 )",0,61,0.207792207792208
"( 1 , 245 )",0,60,0.207792207792208
"( 1 , 246 )",0,59,0.233766233766234
"( 1 , 247 )",0,65,0.155844155844156
"( 1 , 248 )",0,58,0.246753246753247
"( 1 , 249 )",0,60,0.220779220779221
"( 1 , 250 )",0,59,0.233766233766234
"( 1 , 251 )",0,57,0.25974025974026
"( 1 , 252 )",0,60,0.220779220779221
"( 1 , 253 )",0,64,0.168831168831169
"( 1 , 254 )",0,54,0.298701298701299
"( 1 , 255 )",0,61,0.207792207792208
"( 1 , 256 )",0,65,0.155844155844156
"( 1 , 257 )",0,59,0.233766233766234
"( 1 , 258 )",0,61,0.217948717948718
"( 1 , 259 )",0,60,0.220779220779221
"( 2 , 0 )",0,59,0.180555555555556
"( 2 , 1 )",0.9,55,0.285714285714286
"( 2 , 2 )",1,0,1
"( 2 , 3 )",0,53,0.231884057971015
"( 2 , 4 )",0,53,0.231884057971015
"( 2 , 5 )",0.129099444873581,53,0.231884057971015
"( 2 , 6 )",0,53,0.231884057971015
"( 2 , 7 )",0.1,55,0.246575342465753
"( 2 , 8 )",0,52,0.246376811594203
"( 2 , 9 )",0,63,0.0869565217391305
"( 2 , 10 )",0,51,0.260869565217391
"( 2 , 11 )",0,59,0.144927536231884
"( 2 , 12 )",0,53,0.231884057971015
"( 2 , 13 )",0,86,0.252173913043478
"( 2 , 14 )",0,87,0.243478260869565
"( 2 , 15 )",0,54,0.217391304347826
"( 2 , 16 )",0,59,0.130434782608696
"( 2 , 17 )",0,56,0.188405797101449
"( 2 , 18 )",0,68,0.180722891566265
"( 2 , 19 )",0,59,0.191780821917808
"( 2 , 20 )",0.14142135623731,51,0.260869565217391
"( 2 , 21 )",0,59,0.144927536231884
"( 2 , 22 )",0.119522860933439,54,0.217391304347826
"( 2 , 23 )",0,58,0.159420289855073
"( 2 , 24 )",0.129099444873581,56,0.188405797101449
"( 2 , 25 )",0,49,0.289855072463768
"( 2 , 26 )",0,67,0.202380952380952
"( 2 , 27 )",0.129099444873581,55,0.202898550724638
"( 2 , 28 )",0,57,0.173913043478261
"( 2 , 29 )",0,58,0.159420289855073
"( 2 , 30 )",0,54,0.217391304347826
"( 2 , 31 )",0,53,0.231884057971015
"( 2 , 32 )",0,52,0.246376811594203
"( 2 , 33 )",0,51,0.260869565217391
"( 2 , 34 )",0,51,0.260869565217391
"( 2 , 35 )",0,58,0.171428571428571
"( 2 , 36 )",0,53,0.231884057971015
"( 2 , 37 )",0,54,0.202898550724638
"( 2 , 38 )",0,52,0.246376811594203
"( 2 , 39 )",0,52,0.246376811594203
"( 2 , 40 )",0,52,0.246376811594203
"( 2 , 41 )",0,57,0.173913043478261
"( 2 , 42 )",0,58,0.159420289855073
"( 2 , 43 )",0,52,0.246376811594203
"( 2 , 44 )",0,52,0.246376811594203
"( 2 , 45 )",0,56,0.188405797101449
"( 2 , 46 )",0,59,0.144927536231884
"( 2 , 47 )",0,55,0.202898550724638
"( 2 , 48 )",0,53,0.231884057971015
"( 2 , 49 )",0,50,0.27536231884058
"( 2 , 50 )",0,54,0.217391304347826
"( 2 , 51 )",0,53,0.231884057971015
"( 2 , 52 )",0,56,0.188405797101449
"( 2 , 53 )",0,54,0.217391304347826
"( 2 , 54 )",0,57,0.173913043478261
"( 2 , 55 )",0,56,0.188405797101449
"( 2 , 56 )",0.14142135623731,50,0.27536231884058
"( 2 , 57 )",0.119522860933439,53,0.231884057971015
"( 2 , 58 )",0,66,0.214285714285714
"( 2 , 59 )",0,58,0.159420289855073
"( 2 , 60 )",0,58,0.159420289855073
"( 2 , 61 )",0,55,0.188405797101449
"( 2 , 62 )",0,52,0.246376811594203
"( 2 , 63 )",0,55,0.202898550724638
"( 2 , 64 )",0,45,0.347826086956522
"( 2 , 65 )",0,70,0.292929292929293
"( 2 , 66 )",0,74,0.212765957446808
"( 2 , 67 )",0,61,0.227848101265823
"( 2 , 68 )",0,99,0.195121951219512
"( 2 , 69 )",0,60,0.130434782608696
"( 2 , 70 )",0,68,0.235955056179775
"( 2 , 71 )",0,54,0.217391304347826
"( 2 , 72 )",0,56,0.211267605633803
"( 2 , 73 )",0,53,0.231884057971015
