"","tfidf simlarity","edit distance","edit distance similarity"
"( 0 , 68 )",0.182574185835055,31,0.205128205128205
"( 0 , 69 )",0,29,0.256410256410256
"( 0 , 70 )",0,43,0.271186440677966
"( 0 , 71 )",0,40,0.2
"( 0 , 72 )",0,32,0.255813953488372
"( 0 , 73 )",0,76,0.182795698924731
"( 0 , 74 )",0,31,0.205128205128205
"( 0 , 75 )",0.316227766016838,40,0.285714285714286
"( 0 , 76 )",0.269679944985297,61,0.217948717948718
"( 0 , 77 )",0,30,0.230769230769231
"( 0 , 78 )",0,35,0.102564102564103
"( 0 , 79 )",0,33,0.214285714285714
"( 0 , 80 )",0,29,0.256410256410256
"( 0 , 81 )",0,33,0.153846153846154
"( 0 , 82 )",0,29,0.256410256410256
"( 0 , 83 )",0,52,0.267605633802817
"( 0 , 84 )",0,31,0.205128205128205
"( 0 , 85 )",0,30,0.230769230769231
"( 0 , 86 )",0.158113883008419,49,0.234375
"( 0 , 87 )",0,37,0.244897959183674
"( 0 , 88 )",0,75,0.184782608695652
"( 0 , 89 )",0,33,0.153846153846154
"( 0 , 90 )",0,32,0.255813953488372
"( 0 , 91 )",0,44,0.214285714285714
"( 0 , 92 )",0,39,0.290909090909091
"( 0 , 93 )",0,31,0.205128205128205
"( 0 , 94 )",0,51,0.238805970149254
"( 0 , 95 )",0,35,0.239130434782609
"( 0 , 96 )",0,46,0.245901639344262
"( 0 , 97 )",0,51,0.1875
"( 0 , 98 )",0,52,0.212121212121212
"( 0 , 99 )",0,69,0.188235294117647
"( 0 , 100 )",0,47,0.203389830508475
"( 0 , 101 )",0.182574185835055,36,0.159090909090909
"( 0 , 102 )",0,54,0.225352112676056
"( 0 , 103 )",0.14142135623731,68,0.235955056179775
"( 0 , 104 )",0,31,0.205128205128205
"( 0 , 105 )",0.169030850945703,52,0.257142857142857
"( 0 , 106 )",0,32,0.17948717948718
"( 0 , 107 )",0,45,0.210526315789474
"( 0 , 108 )",0,60,0.259259259259259
"( 0 , 109 )",0.2,33,0.128205128205128
"( 0 , 110 )",0.14142135623731,67,0.238636363636364
"( 0 , 111 )",0,32,0.17948717948718
"( 0 , 112 )",0,48,0.2
"( 0 , 113 )",0,43,0.218181818181818
"( 0 , 114 )",0,40,0.230769230769231
"( 0 , 115 )",0,64,0.209876543209877
"( 0 , 116 )",0,61,0.197368421052632
"( 0 , 117 )",0,64,0.2
"( 0 , 118 )",0.182574185835055,36,0.26530612244898
"( 0 , 119 )",0,60,0.259259259259259
"( 0 , 120 )",0,50,0.25
"( 0 , 121 )",0.169030850945703,52,0.267605633802817
"( 0 , 122 )",0,32,0.17948717948718
"( 0 , 123 )",0,48,0.294117647058823
"( 0 , 124 )",0,46,0.26984126984127
"( 0 , 125 )",0,50,0.166666666666667
"( 0 , 126 )",0.149071198499986,52,0.235294117647059
"( 0 , 127 )",0,38,0.224489795918367
"( 0 , 128 )",0,34,0.170731707317073
"( 0 , 129 )",0,31,0.205128205128205
"( 0 , 130 )",0,48,0.261538461538461
"( 0 , 131 )",0.169030850945703,43,0.278688524590164
"( 0 , 132 )",0,50,0.242424242424242
"( 0 , 133 )",0.129099444873581,81,0.205882352941177
"( 0 , 134 )",0,46,0.245901639344262
"( 0 , 135 )",0,39,0.235294117647059
"( 0 , 136 )",0,69,0.215909090909091
"( 0 , 137 )",0,66,0.195121951219512
"( 0 , 138 )",0,31,0.205128205128205
"( 0 , 139 )",0,44,0.278688524590164
"( 0 , 140 )",0.2,35,0.142857142857143
"( 0 , 141 )",0,51,0.203125
"( 0 , 142 )",0,76,0.182795698924731
"( 0 , 143 )",0,48,0.234375
"( 0 , 144 )",0,47,0.216666666666667
"( 0 , 145 )",0,49,0.19672131147541
"( 0 , 146 )",0.158113883008419,65,0.235294117647059
"( 0 , 147 )",0,51,0.227272727272727
"( 0 , 148 )",0,92,0.178571428571429
"( 0 , 149 )",0,50,0.230769230769231
"( 0 , 150 )",0.149071198499986,60,0.240506329113924
"( 0 , 151 )",0,31,0.261904761904762
"( 0 , 152 )",0,33,0.25
"( 0 , 153 )",0,47,0.229508196721312
"( 0 , 154 )",0,72,0.172413793103448
"( 0 , 155 )",0.124034734589208,79,0.166666666666667
"( 0 , 156 )",0,37,0.229166666666667
"( 0 , 157 )",0,47,0.229508196721312
"( 0 , 158 )",0,103,0.176
"( 0 , 159 )",0,99,0.175
"( 0 , 160 )",0,77,0.206185567010309
"( 0 , 161 )",0.149071198499986,71,0.228260869565217
"( 0 , 162 )",0,46,0.258064516129032
"( 0 , 163 )",0,60,0.210526315789474
"( 0 , 164 )",0,64,0.219512195121951
"( 0 , 165 )",0,54,0.26027397260274
"( 0 , 166 )",0.149071198499986,65,0.226190476190476
"( 0 , 167 )",0,85,0.158415841584158
"( 0 , 168 )",0.149071198499986,65,0.197530864197531
"( 0 , 169 )",0,74,0.221052631578947
"( 0 , 170 )",0,61,0.197368421052632
"( 1 , 0 )",0,30,0.230769230769231
"( 1 , 1 )",1,0,1
"( 1 , 2 )",1,0,1
"( 1 , 3 )",0,74,0.177777777777778
"( 1 , 4 )",0,56,0.2
"( 1 , 5 )",0,41,0.18
"( 1 , 6 )",0,72,0.162790697674419
"( 1 , 7 )",0,38,0.173913043478261
"( 1 , 8 )",0,61,0.186666666666667
"( 1 , 9 )",0,60,0.166666666666667
"( 1 , 10 )",0,60,0.154929577464789
"( 1 , 11 )",0,46,0.192982456140351
"( 1 , 12 )",0,38,0.173913043478261
"( 1 , 13 )",0,33,0.153846153846154
"( 1 , 14 )",0,38,0.173913043478261
"( 1 , 15 )",0,55,0.191176470588235
"( 1 , 16 )",0,52,0.2
"( 1 , 17 )",0,29,0.194444444444444
"( 1 , 18 )",0,50,0.193548387096774
"( 1 , 19 )",0,45,0.224137931034483
"( 1 , 20 )",0,107,0.130081300813008
"( 1 , 21 )",0,51,0.163934426229508
"( 1 , 22 )",0,56,0.176470588235294
"( 1 , 23 )",0,52,0.2
"( 1 , 24 )",0,61,0.217948717948718
"( 1 , 25 )",0,42,0.207547169811321
"( 1 , 26 )",0,46,0.178571428571429
"( 1 , 27 )",0,41,0.196078431372549
"( 1 , 28 )",0,58,0.194444444444444
"( 1 , 29 )",0,34,0.128205128205128
"( 1 , 30 )",0,49,0.209677419354839
"( 1 , 31 )",0,29,0.194444444444444
"( 1 , 32 )",0,52,0.161290322580645
"( 1 , 33 )",0,43,0.188679245283019
"( 1 , 34 )",0,42,0.207547169811321
"( 1 , 35 )",0,42,0.207547169811321
"( 1 , 36 )",0,49,0.183333333333333
"( 1 , 37 )",0,49,0.183333333333333
"( 1 , 38 )",0,45,0.196428571428571
"( 1 , 39 )",0,49,0.209677419354839
"( 1 , 40 )",0,33,0.153846153846154
"( 1 , 41 )",0,43,0.188679245283019
"( 1 , 42 )",0,41,0.127659574468085
"( 1 , 43 )",0,43,0.188679245283019
"( 1 , 44 )",0,44,0.185185185185185
"( 1 , 45 )",0,53,0.208955223880597
"( 1 , 46 )",0,49,0.209677419354839
"( 1 , 47 )",0,53,0.184615384615385
"( 1 , 48 )",0,45,0.166666666666667
"( 1 , 49 )",0,45,0.224137931034483
"( 1 , 50 )",0,49,0.209677419354839
"( 1 , 51 )",0,25,0.242424242424242
"( 1 , 52 )",0,35,0.239130434782609
"( 1 , 53 )",0,26,0.212121212121212
"( 1 , 54 )",0,36,0.142857142857143
"( 1 , 55 )",0,54,0.181818181818182
"( 1 , 56 )",0,36,0.2
"( 1 , 57 )",0,37,0.195652173913043
"( 1 , 58 )",0,31,0.0606060606060606
"( 1 , 59 )",0,37,0.195652173913043
"( 1 , 60 )",0,60,0.166666666666667
"( 1 , 61 )",0,27,0.181818181818182
"( 1 , 62 )",0,26,0.212121212121212
"( 1 , 63 )",0,87,0.138613861386139
"( 1 , 64 )",0,28,0.151515151515151
"( 1 , 65 )",0,28,0.151515151515151
"( 1 , 66 )",0,61,0.197368421052632
"( 1 , 67 )",0,38,0.155555555555556
"( 1 , 68 )",0,28,0.151515151515151
"( 1 , 69 )",0,28,0.151515151515151
"( 1 , 70 )",0,52,0.11864406779661
"( 1 , 71 )",0,40,0.18
"( 1 , 72 )",0,35,0.186046511627907
"( 1 , 73 )",0,79,0.150537634408602
"( 1 , 74 )",0,28,0.151515151515151
"( 1 , 75 )",0,46,0.178571428571429
"( 1 , 76 )",0,62,0.205128205128205
"( 1 , 77 )",0,31,0.114285714285714
"( 1 , 78 )",0,27,0.181818181818182
"( 1 , 79 )",0,36,0.142857142857143
"( 1 , 80 )",0,29,0.121212121212121
"( 1 , 81 )",0,27,0.205882352941177
"( 1 , 82 )",0,29,0.171428571428571
"( 1 , 83 )",0,57,0.197183098591549
"( 1 , 84 )",0,26,0.212121212121212
"( 1 , 85 )",0,29,0.121212121212121
"( 1 , 86 )",0,54,0.15625
"( 1 , 87 )",0,40,0.183673469387755
"( 1 , 88 )",0,76,0.173913043478261
"( 1 , 89 )",0,33,0.153846153846154
"( 1 , 90 )",0,35,0.186046511627907
"( 1 , 91 )",0,44,0.214285714285714
"( 1 , 92 )",0,45,0.181818181818182
"( 1 , 93 )",0,30,0.117647058823529
"( 1 , 94 )",0,58,0.134328358208955
"( 1 , 95 )",0,37,0.195652173913043
"( 1 , 96 )",0,49,0.19672131147541
"( 1 , 97 )",0,51,0.203125
"( 1 , 98 )",0,53,0.196969696969697
"( 1 , 99 )",0,72,0.152941176470588
"( 1 , 100 )",0,49,0.169491525423729
"( 1 , 101 )",0,36,0.181818181818182
"( 1 , 102 )",0,60,0.154929577464789
"( 1 , 103 )",0,74,0.168539325842697
"( 1 , 104 )",0,25,0.212121212121212
"( 1 , 105 )",0,56,0.2
"( 1 , 106 )",0,30,0.117647058823529
"( 1 , 107 )",0,48,0.157894736842105
"( 1 , 108 )",0,65,0.197530864197531
"( 1 , 109 )",0,32,0.135135135135135
"( 1 , 110 )",0,75,0.147727272727273
"( 1 , 111 )",0,26,0.212121212121212
"( 1 , 112 )",0,48,0.2
"( 1 , 113 )",0,48,0.127272727272727
"( 1 , 114 )",0,44,0.153846153846154
"( 1 , 115 )",0,68,0.160493827160494
"( 1 , 116 )",0,60,0.210526315789474
"( 1 , 117 )",0,66,0.175
"( 1 , 118 )",0,41,0.163265306122449
"( 1 , 119 )",0,65,0.197530864197531
"( 1 , 120 )",0,54,0.205882352941177
"( 1 , 121 )",0,55,0.225352112676056
"( 1 , 122 )",0,29,0.171428571428571
"( 1 , 123 )",0,57,0.161764705882353
"( 1 , 124 )",0,53,0.158730158730159
"( 1 , 125 )",0,47,0.216666666666667
"( 1 , 126 )",0,55,0.191176470588235
"( 1 , 127 )",0,41,0.163265306122449
"( 1 , 128 )",0,34,0.170731707317073
"( 1 , 129 )",0,28,0.151515151515151
"( 1 , 130 )",0,54,0.169230769230769
"( 1 , 131 )",0,51,0.163934426229508
"( 1 , 132 )",0,51,0.227272727272727
"( 1 , 133 )",0,88,0.137254901960784
"( 1 , 134 )",0,50,0.180327868852459
"( 1 , 135 )",0,38,0.254901960784314
"( 1 , 136 )",0,74,0.159090909090909
"( 1 , 137 )",0,68,0.170731707317073
"( 1 , 138 )",0,27,0.181818181818182
"( 1 , 139 )",0,50,0.180327868852459
"( 1 , 140 )",0,35,0.166666666666667
"( 1 , 141 )",0,52,0.1875
"( 1 , 142 )",0,77,0.172043010752688
"( 1 , 143 )",0,54,0.15625
"( 1 , 144 )",0,46,0.233333333333333
"( 1 , 145 )",0,46,0.245901639344262
"( 1 , 146 )",0,72,0.152941176470588
"( 1 , 147 )",0,54,0.181818181818182
"( 1 , 148 )",0,90,0.196428571428571
"( 1 , 149 )",0,53,0.184615384615385
"( 1 , 150 )",0,62,0.215189873417722
"( 1 , 151 )",0,33,0.214285714285714
"( 1 , 152 )",0,37,0.159090909090909
"( 1 , 153 )",0,49,0.19672131147541
"( 1 , 154 )",0,70,0.195402298850575
"( 1 , 155 )",0,77,0.197916666666667
"( 1 , 156 )",0,37,0.208333333333333
"( 1 , 157 )",0,50,0.180327868852459
"( 1 , 158 )",0,109,0.128
"( 1 , 159 )",0,104,0.133333333333333
"( 1 , 160 )",0,83,0.144329896907217
"( 1 , 161 )",0,76,0.173913043478261
"( 1 , 162 )",0,52,0.161290322580645
"( 1 , 163 )",0,63,0.171052631578947
"( 1 , 164 )",0,69,0.158536585365854
"( 1 , 165 )",0,59,0.191780821917808
"( 1 , 166 )",0,71,0.154761904761905
"( 1 , 167 )",0,89,0.118811881188119
"( 1 , 168 )",0,69,0.148148148148148
"( 1 , 169 )",0,80,0.157894736842105
"( 1 , 170 )",0,64,0.157894736842105
"( 2 , 0 )",0,30,0.230769230769231
"( 2 , 1 )",1,0,1
"( 2 , 2 )",1,0,1
"( 2 , 3 )",0,74,0.177777777777778
"( 2 , 4 )",0,56,0.2
"( 2 , 5 )",0,41,0.18
"( 2 , 6 )",0,72,0.162790697674419
"( 2 , 7 )",0,38,0.173913043478261
"( 2 , 8 )",0,61,0.186666666666667
"( 2 , 9 )",0,60,0.166666666666667
"( 2 , 10 )",0,60,0.154929577464789
"( 2 , 11 )",0,46,0.192982456140351
"( 2 , 12 )",0,38,0.173913043478261
"( 2 , 13 )",0,33,0.153846153846154
"( 2 , 14 )",0,38,0.173913043478261
"( 2 , 15 )",0,55,0.191176470588235
"( 2 , 16 )",0,52,0.2
"( 2 , 17 )",0,29,0.194444444444444
"( 2 , 18 )",0,50,0.193548387096774
"( 2 , 19 )",0,45,0.224137931034483
"( 2 , 20 )",0,107,0.130081300813008
"( 2 , 21 )",0,51,0.163934426229508
"( 2 , 22 )",0,56,0.176470588235294
"( 2 , 23 )",0,52,0.2
"( 2 , 24 )",0,61,0.217948717948718
"( 2 , 25 )",0,42,0.207547169811321
"( 2 , 26 )",0,46,0.178571428571429
"( 2 , 27 )",0,41,0.196078431372549
"( 2 , 28 )",0,58,0.194444444444444
"( 2 , 29 )",0,34,0.128205128205128
"( 2 , 30 )",0,49,0.209677419354839
"( 2 , 31 )",0,29,0.194444444444444
"( 2 , 32 )",0,52,0.161290322580645
"( 2 , 33 )",0,43,0.188679245283019
"( 2 , 34 )",0,42,0.207547169811321
"( 2 , 35 )",0,42,0.207547169811321
"( 2 , 36 )",0,49,0.183333333333333
"( 2 , 37 )",0,49,0.183333333333333
"( 2 , 38 )",0,45,0.196428571428571
"( 2 , 39 )",0,49,0.209677419354839
"( 2 , 40 )",0,33,0.153846153846154
"( 2 , 41 )",0,43,0.188679245283019
"( 2 , 42 )",0,41,0.127659574468085
"( 2 , 43 )",0,43,0.188679245283019
"( 2 , 44 )",0,44,0.185185185185185
"( 2 , 45 )",0,53,0.208955223880597
"( 2 , 46 )",0,49,0.209677419354839
"( 2 , 47 )",0,53,0.184615384615385
"( 2 , 48 )",0,45,0.166666666666667
"( 2 , 49 )",0,45,0.224137931034483
"( 2 , 50 )",0,49,0.209677419354839
"( 2 , 51 )",0,25,0.242424242424242
"( 2 , 52 )",0,35,0.239130434782609
"( 2 , 53 )",0,26,0.212121212121212
"( 2 , 54 )",0,36,0.142857142857143
"( 2 , 55 )",0,54,0.181818181818182
"( 2 , 56 )",0,36,0.2
"( 2 , 57 )",0,37,0.195652173913043
"( 2 , 58 )",0,31,0.0606060606060606
"( 2 , 59 )",0,37,0.195652173913043
"( 2 , 60 )",0,60,0.166666666666667
"( 2 , 61 )",0,27,0.181818181818182
"( 2 , 62 )",0,26,0.212121212121212
"( 2 , 63 )",0,87,0.138613861386139
"( 2 , 64 )",0,28,0.151515151515151
"( 2 , 65 )",0,28,0.151515151515151
"( 2 , 66 )",0,61,0.197368421052632
"( 2 , 67 )",0,38,0.155555555555556
"( 2 , 68 )",0,28,0.151515151515151
"( 2 , 69 )",0,28,0.151515151515151
"( 2 , 70 )",0,52,0.11864406779661
"( 2 , 71 )",0,40,0.18
"( 2 , 72 )",0,35,0.186046511627907
"( 2 , 73 )",0,79,0.150537634408602
"( 2 , 74 )",0,28,0.151515151515151
"( 2 , 75 )",0,46,0.178571428571429
"( 2 , 76 )",0,62,0.205128205128205
"( 2 , 77 )",0,31,0.114285714285714
"( 2 , 78 )",0,27,0.181818181818182
"( 2 , 79 )",0,36,0.142857142857143
"( 2 , 80 )",0,29,0.121212121212121
"( 2 , 81 )",0,27,0.205882352941177
"( 2 , 82 )",0,29,0.171428571428571
"( 2 , 83 )",0,57,0.197183098591549
"( 2 , 84 )",0,26,0.212121212121212
"( 2 , 85 )",0,29,0.121212121212121
"( 2 , 86 )",0,54,0.15625
"( 2 , 87 )",0,40,0.183673469387755
"( 2 , 88 )",0,76,0.173913043478261
"( 2 , 89 )",0,33,0.153846153846154
"( 2 , 90 )",0,35,0.186046511627907
"( 2 , 91 )",0,44,0.214285714285714
"( 2 , 92 )",0,45,0.181818181818182
"( 2 , 93 )",0,30,0.117647058823529
"( 2 , 94 )",0,58,0.134328358208955
"( 2 , 95 )",0,37,0.195652173913043
"( 2 , 96 )",0,49,0.19672131147541
"( 2 , 97 )",0,51,0.203125
"( 2 , 98 )",0,53,0.196969696969697
"( 2 , 99 )",0,72,0.152941176470588
"( 2 , 100 )",0,49,0.169491525423729
"( 2 , 101 )",0,36,0.181818181818182
"( 2 , 102 )",0,60,0.154929577464789
"( 2 , 103 )",0,74,0.168539325842697
"( 2 , 104 )",0,25,0.212121212121212
"( 2 , 105 )",0,56,0.2
"( 2 , 106 )",0,30,0.117647058823529
"( 2 , 107 )",0,48,0.157894736842105
"( 2 , 108 )",0,65,0.197530864197531
"( 2 , 109 )",0,32,0.135135135135135
"( 2 , 110 )",0,75,0.147727272727273
"( 2 , 111 )",0,26,0.212121212121212
"( 2 , 112 )",0,48,0.2
"( 2 , 113 )",0,48,0.127272727272727
"( 2 , 114 )",0,44,0.153846153846154
"( 2 , 115 )",0,68,0.160493827160494
"( 2 , 116 )",0,60,0.210526315789474
"( 2 , 117 )",0,66,0.175
"( 2 , 118 )",0,41,0.163265306122449
"( 2 , 119 )",0,65,0.197530864197531
"( 2 , 120 )",0,54,0.205882352941177
"( 2 , 121 )",0,55,0.225352112676056
"( 2 , 122 )",0,29,0.171428571428571
"( 2 , 123 )",0,57,0.161764705882353
"( 2 , 124 )",0,53,0.158730158730159
"( 2 , 125 )",0,47,0.216666666666667
"( 2 , 126 )",0,55,0.191176470588235
"( 2 , 127 )",0,41,0.163265306122449
"( 2 , 128 )",0,34,0.170731707317073
"( 2 , 129 )",0,28,0.151515151515151
"( 2 , 130 )",0,54,0.169230769230769
"( 2 , 131 )",0,51,0.163934426229508
"( 2 , 132 )",0,51,0.227272727272727
"( 2 , 133 )",0,88,0.137254901960784
"( 2 , 134 )",0,50,0.180327868852459
"( 2 , 135 )",0,38,0.254901960784314
"( 2 , 136 )",0,74,0.159090909090909
"( 2 , 137 )",0,68,0.170731707317073
"( 2 , 138 )",0,27,0.181818181818182
"( 2 , 139 )",0,50,0.180327868852459
"( 2 , 140 )",0,35,0.166666666666667
"( 2 , 141 )",0,52,0.1875
"( 2 , 142 )",0,77,0.172043010752688
"( 2 , 143 )",0,54,0.15625
"( 2 , 144 )",0,46,0.233333333333333
"( 2 , 145 )",0,46,0.245901639344262
"( 2 , 146 )",0,72,0.152941176470588
"( 2 , 147 )",0,54,0.181818181818182
"( 2 , 148 )",0,90,0.196428571428571
"( 2 , 149 )",0,53,0.184615384615385
"( 2 , 150 )",0,62,0.215189873417722
"( 2 , 151 )",0,33,0.214285714285714
"( 2 , 152 )",0,37,0.159090909090909
"( 2 , 153 )",0,49,0.19672131147541
"( 2 , 154 )",0,70,0.195402298850575
"( 2 , 155 )",0,77,0.197916666666667
"( 2 , 156 )",0,37,0.208333333333333
"( 2 , 157 )",0,50,0.180327868852459
"( 2 , 158 )",0,109,0.128
"( 2 , 159 )",0,104,0.133333333333333
"( 2 , 160 )",0,83,0.144329896907217
"( 2 , 161 )",0,76,0.173913043478261
"( 2 , 162 )",0,52,0.161290322580645
"( 2 , 163 )",0,63,0.171052631578947
"( 2 , 164 )",0,69,0.158536585365854
"( 2 , 165 )",0,59,0.191780821917808
"( 2 , 166 )",0,71,0.154761904761905
"( 2 , 167 )",0,89,0.118811881188119
"( 2 , 168 )",0,69,0.148148148148148
"( 2 , 169 )",0,80,0.157894736842105
"( 2 , 170 )",0,64,0.157894736842105
"( 3 , 0 )",0.149071198499986,65,0.277777777777778
"( 3 , 1 )",0,74,0.177777777777778
"( 3 , 2 )",0,74,0.177777777777778
"( 3 , 3 )",1,0,1
"( 3 , 4 )",0.50395263067897,49,0.444444444444444
"( 3 , 5 )",0.149071198499986,73,0.177777777777778
"( 3 , 6 )",0.301511344577764,72,0.2
"( 3 , 7 )",0,71,0.211111111111111
"( 3 , 8 )",0.125988157669742,70,0.222222222222222
"( 3 , 9 )",0.117851130197758,73,0.188888888888889
"( 3 , 10 )",0,74,0.177777777777778
"( 3 , 11 )",0.125988157669742,66,0.266666666666667
"( 3 , 12 )",0,72,0.2
"( 3 , 13 )",0.136082763487954,71,0.211111111111111
"( 3 , 14 )",0,72,0.2
"( 3 , 15 )",0,68,0.244444444444444
"( 3 , 16 )",0.125988157669742,69,0.233333333333333
"( 3 , 17 )",0,74,0.177777777777778
"( 3 , 18 )",0,68,0.244444444444444
"( 3 , 19 )",0,68,0.244444444444444
"( 3 , 20 )",0.0808452083454443,93,0.24390243902439
"( 3 , 21 )",0,69,0.233333333333333
"( 3 , 22 )",0,69,0.233333333333333
"( 3 , 23 )",0.125988157669742,69,0.233333333333333
"( 3 , 24 )",0,71,0.211111111111111
"( 3 , 25 )",0.117851130197758,68,0.233333333333333
"( 3 , 26 )",0,67,0.255555555555556
"( 3 , 27 )",0.111111111111111,67,0.255555555555556
"( 3 , 28 )",0,71,0.211111111111111
"( 3 , 29 )",0.136082763487954,71,0.211111111111111
"( 3 , 30 )",0.125988157669742,68,0.244444444444444
"( 3 , 31 )",0,74,0.177777777777778
"( 3 , 32 )",0.117851130197758,67,0.255555555555556
"( 3 , 33 )",0.117851130197758,67,0.244444444444444
"( 3 , 34 )",0,66,0.266666666666667
"( 3 , 35 )",0,64,0.288888888888889
"( 3 , 36 )",0,72,0.2
"( 3 , 37 )",0,71,0.211111111111111
"( 3 , 38 )",0,73,0.188888888888889
"( 3 , 39 )",0.125988157669742,69,0.233333333333333
"( 3 , 40 )",0,72,0.2
"( 3 , 41 )",0,67,0.255555555555556
"( 3 , 42 )",0,68,0.244444444444444
"( 3 , 43 )",0,67,0.255555555555556
"( 3 , 44 )",0,67,0.255555555555556
"( 3 , 45 )",0,70,0.222222222222222
"( 3 , 46 )",0,70,0.222222222222222
"( 3 , 47 )",0.251976315339485,69,0.233333333333333
"( 3 , 48 )",0,67,0.255555555555556
"( 3 , 49 )",0,70,0.222222222222222
"( 3 , 50 )",0,69,0.233333333333333
"( 3 , 51 )",0,79,0.122222222222222
"( 3 , 52 )",0,67,0.255555555555556
"( 3 , 53 )",0,78,0.133333333333333
"( 3 , 54 )",0.136082763487954,69,0.233333333333333
"( 3 , 55 )",0.125988157669742,66,0.266666666666667
"( 3 , 56 )",0,72,0.2
"( 3 , 57 )",0,71,0.211111111111111
"( 3 , 58 )",0,84,0.0666666666666667
"( 3 , 59 )",0.149071198499986,66,0.266666666666667
"( 3 , 60 )",0.125988157669742,64,0.288888888888889
"( 3 , 61 )",0,73,0.188888888888889
"( 3 , 62 )",0.166666666666667,75,0.166666666666667
"( 3 , 63 )",0,82,0.178217821782178
"( 3 , 64 )",0,83,0.0777777777777777
"( 3 , 65 )",0,77,0.144444444444444
"( 3 , 66 )",0,71,0.211111111111111
"( 3 , 67 )",0.136082763487954,71,0.211111111111111
"( 3 , 68 )",0.136082763487954,74,0.177777777777778
"( 3 , 69 )",0,73,0.188888888888889
"( 3 , 70 )",0,64,0.288888888888889
"( 3 , 71 )",0,66,0.266666666666667
"( 3 , 72 )",0,72,0.2
"( 3 , 73 )",0,78,0.161290322580645
"( 3 , 74 )",0,75,0.166666666666667
"( 3 , 75 )",0,69,0.233333333333333
"( 3 , 76 )",0,70,0.222222222222222
"( 3 , 77 )",0,72,0.2
"( 3 , 78 )",0,74,0.177777777777778
"( 3 , 79 )",0,69,0.233333333333333
"( 3 , 80 )",0,71,0.211111111111111
"( 3 , 81 )",0,73,0.188888888888889
"( 3 , 82 )",0,70,0.222222222222222
"( 3 , 83 )",0,64,0.288888888888889
"( 3 , 84 )",0,78,0.133333333333333
"( 3 , 85 )",0,76,0.155555555555556
"( 3 , 86 )",0,71,0.211111111111111
