"","tfidf simlarity","edit distance","edit distance similarity"
"( 0 , 256 )",0,88,0.169811320754717
"( 0 , 257 )",0,84,0.207547169811321
"( 0 , 258 )",0,88,0.169811320754717
"( 0 , 259 )",0,84,0.207547169811321
"( 0 , 260 )",0,82,0.226415094339623
"( 0 , 261 )",0,90,0.150943396226415
"( 0 , 262 )",0,86,0.188679245283019
"( 0 , 263 )",0,83,0.216981132075472
"( 0 , 264 )",0.0833333333333333,84,0.207547169811321
"( 0 , 265 )",0,87,0.179245283018868
"( 0 , 266 )",0.0883883476483184,86,0.188679245283019
"( 0 , 267 )",0,97,0.170940170940171
"( 0 , 268 )",0.0693375245281536,92,0.132075471698113
"( 0 , 269 )",0,90,0.150943396226415
"( 0 , 270 )",0,80,0.245283018867924
"( 0 , 271 )",0,81,0.235849056603774
"( 0 , 272 )",0.0790569415042095,82,0.226415094339623
"( 0 , 273 )",0,85,0.19811320754717
"( 0 , 274 )",0.0790569415042095,79,0.254716981132076
"( 0 , 275 )",0.058925565098879,89,0.160377358490566
"( 0 , 276 )",0,86,0.188679245283019
"( 0 , 277 )",0,84,0.207547169811321
"( 0 , 278 )",0,84,0.207547169811321
"( 0 , 279 )",0,82,0.226415094339623
"( 1 , 0 )",0.0883883476483184,79,0.254716981132076
"( 1 , 1 )",1,0,1
"( 1 , 2 )",0,67,0.141025641025641
"( 1 , 3 )",0.111803398874989,85,0.247787610619469
"( 1 , 4 )",0,58,0.256410256410256
"( 1 , 5 )",0,69,0.233333333333333
"( 1 , 6 )",0,97,0.236220472440945
"( 1 , 7 )",0,63,0.192307692307692
"( 1 , 8 )",0,58,0.256410256410256
"( 1 , 9 )",0,68,0.244444444444444
"( 1 , 10 )",0,76,0.155555555555556
"( 1 , 11 )",0,57,0.269230769230769
"( 1 , 12 )",0,58,0.256410256410256
"( 1 , 13 )",0,79,0.268518518518518
"( 1 , 14 )",0,57,0.269230769230769
"( 1 , 15 )",0.098058067569092,87,0.25
"( 1 , 16 )",0,69,0.239130434782609
"( 1 , 17 )",0,65,0.166666666666667
"( 1 , 18 )",0,64,0.17948717948718
"( 1 , 19 )",0.0912870929175277,72,0.141176470588235
"( 1 , 20 )",0.111803398874989,80,0.173469387755102
"( 1 , 21 )",0,62,0.205128205128205
"( 1 , 22 )",0,64,0.17948717948718
"( 1 , 23 )",0,58,0.256410256410256
"( 1 , 24 )",0.111803398874989,67,0.302083333333333
"( 1 , 25 )",0,55,0.294871794871795
"( 1 , 26 )",0,57,0.269230769230769
"( 1 , 27 )",0,63,0.192307692307692
"( 1 , 28 )",0,62,0.261904761904762
"( 1 , 29 )",0,64,0.17948717948718
"( 1 , 30 )",0,62,0.205128205128205
"( 1 , 31 )",0,58,0.256410256410256
"( 1 , 32 )",0,60,0.230769230769231
"( 1 , 33 )",0,66,0.153846153846154
"( 1 , 34 )",0,89,0.245762711864407
"( 1 , 35 )",0,57,0.269230769230769
"( 1 , 36 )",0,84,0.236363636363636
"( 1 , 37 )",0,73,0.195652173913043
"( 1 , 38 )",0,72,0.191011235955056
"( 1 , 39 )",0,58,0.256410256410256
"( 1 , 40 )",0,65,0.166666666666667
"( 1 , 41 )",0,69,0.115384615384615
"( 1 , 42 )",0.125,67,0.141025641025641
"( 1 , 43 )",0,60,0.230769230769231
"( 1 , 44 )",0,62,0.205128205128205
"( 1 , 45 )",0,63,0.192307692307692
"( 1 , 46 )",0,66,0.153846153846154
"( 1 , 47 )",0,67,0.141025641025641
"( 1 , 48 )",0,105,0.198473282442748
"( 1 , 49 )",0,74,0.119047619047619
"( 1 , 50 )",0,65,0.166666666666667
"( 1 , 51 )",0,76,0.262135922330097
"( 1 , 52 )",0,68,0.126582278481013
"( 1 , 53 )",0,63,0.192307692307692
"( 1 , 54 )",0,66,0.153846153846154
"( 1 , 55 )",0,73,0.188888888888889
"( 1 , 56 )",0,61,0.217948717948718
"( 1 , 57 )",0,57,0.269230769230769
"( 1 , 58 )",0,61,0.217948717948718
"( 1 , 59 )",0,60,0.230769230769231
"( 1 , 60 )",0,60,0.230769230769231
"( 1 , 61 )",0,93,0.237704918032787
"( 1 , 62 )",0,64,0.17948717948718
"( 1 , 63 )",0,64,0.17948717948718
"( 1 , 64 )",0,61,0.217948717948718
"( 1 , 65 )",0,56,0.282051282051282
"( 1 , 66 )",0.102062072615966,71,0.24468085106383
"( 1 , 67 )",0,61,0.205128205128205
"( 1 , 68 )",0,63,0.192307692307692
"( 1 , 69 )",0,64,0.264367816091954
"( 1 , 70 )",0,57,0.269230769230769
"( 1 , 71 )",0,74,0.252525252525252
"( 1 , 72 )",0,60,0.230769230769231
"( 1 , 73 )",0,63,0.192307692307692
"( 1 , 74 )",0,58,0.256410256410256
"( 1 , 75 )",0,60,0.230769230769231
"( 1 , 76 )",0,59,0.243589743589744
"( 1 , 77 )",0,63,0.192307692307692
"( 1 , 78 )",0,63,0.2125
"( 1 , 79 )",0.125,60,0.230769230769231
"( 1 , 80 )",0,73,0.0641025641025641
"( 1 , 81 )",0,62,0.205128205128205
"( 1 , 82 )",0,72,0.142857142857143
"( 1 , 83 )",0,62,0.205128205128205
"( 1 , 84 )",0,69,0.265957446808511
"( 1 , 85 )",0,55,0.294871794871795
"( 1 , 86 )",0,64,0.219512195121951
"( 1 , 87 )",0,60,0.230769230769231
"( 1 , 88 )",0,56,0.282051282051282
"( 1 , 89 )",0.111803398874989,62,0.205128205128205
"( 1 , 90 )",0,62,0.253012048192771
"( 1 , 91 )",0,79,0.233009708737864
"( 1 , 92 )",0,64,0.17948717948718
"( 1 , 93 )",0,63,0.192307692307692
"( 1 , 94 )",0,73,0.206521739130435
"( 1 , 95 )",0,67,0.182926829268293
"( 1 , 96 )",0,66,0.153846153846154
"( 1 , 97 )",0,60,0.230769230769231
"( 1 , 98 )",0.106600358177805,80,0.166666666666667
"( 1 , 99 )",0,70,0.146341463414634
"( 1 , 100 )",0.098058067569092,74,0.195652173913043
"( 1 , 101 )",0,59,0.243589743589744
"( 1 , 102 )",0,64,0.17948717948718
"( 1 , 103 )",0,60,0.230769230769231
"( 1 , 104 )",0,67,0.139240506329114
"( 1 , 105 )",0,61,0.217948717948718
"( 1 , 106 )",0,64,0.17948717948718
"( 1 , 107 )",0,68,0.115384615384615
"( 1 , 108 )",0,89,0.245762711864407
"( 1 , 109 )",0,61,0.217948717948718
"( 1 , 110 )",0.144337567297406,58,0.256410256410256
"( 1 , 111 )",0.102062072615966,64,0.17948717948718
"( 1 , 112 )",0,67,0.141025641025641
"( 1 , 113 )",0,60,0.230769230769231
"( 1 , 114 )",0,58,0.256410256410256
"( 1 , 115 )",0.144337567297406,58,0.256410256410256
"( 1 , 116 )",0,60,0.230769230769231
"( 1 , 117 )",0,62,0.205128205128205
"( 1 , 118 )",0.144337567297406,58,0.256410256410256
"( 1 , 119 )",0,62,0.205128205128205
"( 1 , 120 )",0,56,0.282051282051282
"( 1 , 121 )",0.144337567297406,61,0.217948717948718
"( 1 , 122 )",0.144337567297406,57,0.269230769230769
"( 1 , 123 )",0,60,0.217948717948718
"( 1 , 124 )",0,62,0.205128205128205
"( 1 , 125 )",0.125,67,0.141025641025641
"( 1 , 126 )",0,63,0.192307692307692
"( 1 , 127 )",0.133630620956212,55,0.294871794871795
"( 1 , 128 )",0,61,0.217948717948718
"( 1 , 129 )",0.158113883008419,60,0.230769230769231
"( 1 , 130 )",0.144337567297406,61,0.217948717948718
"( 1 , 131 )",0,62,0.205128205128205
"( 1 , 132 )",0,58,0.243589743589744
"( 1 , 133 )",0,63,0.192307692307692
"( 1 , 134 )",0,59,0.230769230769231
"( 1 , 135 )",0.125,61,0.217948717948718
"( 1 , 136 )",0.144337567297406,52,0.333333333333333
"( 1 , 137 )",0.125,52,0.333333333333333
"( 1 , 138 )",0,57,0.269230769230769
"( 1 , 139 )",0,62,0.205128205128205
"( 1 , 140 )",0,60,0.217948717948718
"( 1 , 141 )",0,64,0.17948717948718
"( 1 , 142 )",0.144337567297406,61,0.217948717948718
"( 1 , 143 )",0,62,0.205128205128205
"( 1 , 144 )",0,59,0.243589743589744
"( 1 , 145 )",0,54,0.307692307692308
"( 1 , 146 )",0,53,0.32051282051282
"( 1 , 147 )",0,63,0.192307692307692
"( 1 , 148 )",0,61,0.217948717948718
"( 1 , 149 )",0,65,0.166666666666667
"( 1 , 150 )",0,62,0.205128205128205
"( 1 , 151 )",0,64,0.17948717948718
"( 1 , 152 )",0,61,0.217948717948718
"( 1 , 153 )",0,61,0.217948717948718
"( 1 , 154 )",0,77,0.252427184466019
"( 1 , 155 )",0.0833333333333333,86,0.245614035087719
"( 1 , 156 )",0.0753778361444409,112,0.227586206896552
"( 1 , 157 )",0,60,0.230769230769231
"( 1 , 158 )",0,60,0.230769230769231
"( 1 , 159 )",0,63,0.192307692307692
"( 1 , 160 )",0.0944911182523068,76,0.224489795918367
"( 1 , 161 )",0.106600358177805,77,0.266666666666667
"( 1 , 162 )",0,70,0.213483146067416
"( 1 , 163 )",0,59,0.2625
"( 1 , 164 )",0,62,0.205128205128205
"( 1 , 165 )",0.111803398874989,62,0.205128205128205
"( 1 , 166 )",0.106600358177805,66,0.195121951219512
"( 1 , 167 )",0.106600358177805,82,0.240740740740741
"( 1 , 168 )",0,72,0.272727272727273
"( 1 , 169 )",0.111803398874989,71,0.123456790123457
"( 1 , 170 )",0,71,0.193181818181818
"( 1 , 171 )",0,80,0.183673469387755
"( 1 , 172 )",0.125,59,0.230769230769231
"( 1 , 173 )",0.102062072615966,79,0.275229357798165
"( 1 , 174 )",0.117851130197758,59,0.243589743589744
"( 1 , 175 )",0,60,0.230769230769231
"( 1 , 176 )",0.176776695296637,68,0.252747252747253
"( 1 , 177 )",0,70,0.135802469135803
"( 1 , 178 )",0.0944911182523068,80,0.207920792079208
"( 1 , 179 )",0.098058067569092,77,0.172043010752688
"( 1 , 180 )",0.106600358177805,66,0.153846153846154
"( 1 , 181 )",0.176776695296637,59,0.243589743589744
"( 1 , 182 )",0.0912870929175277,97,0.211382113821138
"( 1 , 183 )",0,68,0.160493827160494
"( 1 , 184 )",0.125,65,0.166666666666667
"( 1 , 185 )",0.125,60,0.230769230769231
"( 1 , 186 )",0.111803398874989,72,0.225806451612903
"( 1 , 187 )",0,68,0.218390804597701
"( 1 , 188 )",0,58,0.256410256410256
"( 1 , 189 )",0.111803398874989,70,0.247311827956989
"( 1 , 190 )",0.102062072615966,78,0.242718446601942
"( 1 , 191 )",0,62,0.205128205128205
"( 1 , 192 )",0,62,0.205128205128205
"( 1 , 193 )",0.106600358177805,68,0.128205128205128
"( 1 , 194 )",0,55,0.294871794871795
"( 1 , 195 )",0,58,0.256410256410256
"( 1 , 196 )",0.098058067569092,82,0.226415094339623
"( 1 , 197 )",0.0707106781186548,113,0.241610738255034
"( 1 , 198 )",0,69,0.197674418604651
"( 1 , 199 )",0,71,0.228260869565217
"( 1 , 200 )",0,54,0.307692307692308
"( 1 , 201 )",0,68,0.128205128205128
"( 1 , 202 )",0,113,0.215277777777778
"( 1 , 203 )",0.117851130197758,64,0.17948717948718
"( 1 , 204 )",0,95,0.233870967741935
"( 1 , 205 )",0,88,0.241379310344828
"( 1 , 206 )",0,81,0.129032258064516
"( 1 , 207 )",0,62,0.205128205128205
"( 1 , 208 )",0,65,0.166666666666667
"( 1 , 209 )",0,63,0.192307692307692
"( 1 , 210 )",0.144337567297406,59,0.243589743589744
"( 1 , 211 )",0,63,0.192307692307692
"( 1 , 212 )",0.125,62,0.225
"( 1 , 213 )",0,87,0.236842105263158
"( 1 , 214 )",0,113,0.231292517006803
"( 1 , 215 )",0,66,0.153846153846154
"( 1 , 216 )",0,63,0.192307692307692
"( 1 , 217 )",0,55,0.294871794871795
"( 1 , 218 )",0,99,0.209302325581395
"( 1 , 219 )",0,60,0.230769230769231
"( 1 , 220 )",0,63,0.192307692307692
"( 1 , 221 )",0,61,0.217948717948718
"( 1 , 222 )",0,66,0.153846153846154
"( 1 , 223 )",0,66,0.153846153846154
"( 1 , 224 )",0,69,0.115384615384615
"( 1 , 225 )",0,59,0.243589743589744
"( 1 , 226 )",0,64,0.189873417721519
"( 1 , 227 )",0,59,0.243589743589744
"( 1 , 228 )",0,61,0.217948717948718
"( 1 , 229 )",0,65,0.166666666666667
"( 1 , 230 )",0,60,0.230769230769231
"( 1 , 231 )",0,86,0.218181818181818
"( 1 , 232 )",0,65,0.1875
"( 1 , 233 )",0,57,0.269230769230769
"( 1 , 234 )",0,61,0.217948717948718
"( 1 , 235 )",0,60,0.230769230769231
"( 1 , 236 )",0,68,0.15
"( 1 , 237 )",0,81,0.203883495145631
"( 1 , 238 )",0,81,0.203883495145631
"( 1 , 239 )",0,62,0.192307692307692
"( 1 , 240 )",0,61,0.217948717948718
"( 1 , 241 )",0,62,0.205128205128205
"( 1 , 242 )",0,52,0.333333333333333
"( 1 , 243 )",0,67,0.141025641025641
"( 1 , 244 )",0,66,0.185185185185185
"( 1 , 245 )",0,68,0.2
"( 1 , 246 )",0,65,0.166666666666667
"( 1 , 247 )",0,66,0.153846153846154
"( 1 , 248 )",0,62,0.205128205128205
"( 1 , 249 )",0,78,0.170212765957447
"( 1 , 250 )",0,61,0.217948717948718
"( 1 , 251 )",0.0811107105653813,107,0.22463768115942
"( 1 , 252 )",0,85,0.220183486238532
"( 1 , 253 )",0,61,0.217948717948718
"( 1 , 254 )",0,67,0.220930232558139
"( 1 , 255 )",0,64,0.17948717948718
"( 1 , 256 )",0,76,0.191489361702128
"( 1 , 257 )",0,60,0.230769230769231
"( 1 , 258 )",0,60,0.230769230769231
"( 1 , 259 )",0,60,0.259259259259259
"( 1 , 260 )",0,63,0.192307692307692
"( 1 , 261 )",0,68,0.188235294117647
"( 1 , 262 )",0,62,0.205128205128205
"( 1 , 263 )",0,62,0.205128205128205
"( 1 , 264 )",0.117851130197758,56,0.282051282051282
"( 1 , 265 )",0,56,0.282051282051282
"( 1 , 266 )",0,65,0.166666666666667
"( 1 , 267 )",0,91,0.222222222222222
"( 1 , 268 )",0.098058067569092,76,0.269230769230769
"( 1 , 269 )",0,73,0.170454545454545
"( 1 , 270 )",0,72,0.208791208791209
"( 1 , 271 )",0,63,0.3
"( 1 , 272 )",0,75,0.175824175824176
"( 1 , 273 )",0,62,0.279069767441861
"( 1 , 274 )",0.111803398874989,63,0.192307692307692
"( 1 , 275 )",0.0833333333333333,84,0.2
"( 1 , 276 )",0,62,0.192307692307692
"( 1 , 277 )",0,62,0.205128205128205
"( 1 , 278 )",0,57,0.269230769230769
"( 1 , 279 )",0,67,0.151898734177215
"( 2 , 0 )",0.0833333333333333,83,0.216981132075472
"( 2 , 1 )",0,67,0.141025641025641
"( 2 , 2 )",1,0,1
"( 2 , 3 )",0.105409255338946,87,0.230088495575221
"( 2 , 4 )",0.596284793999944,32,0.584415584415584
"( 2 , 5 )",0.100503781525921,72,0.2
"( 2 , 6 )",0.0833333333333333,93,0.267716535433071
"( 2 , 7 )",0.111111111111111,62,0.205128205128205
"( 2 , 8 )",0.235702260395516,58,0.246753246753247
"( 2 , 9 )",0.0808452083454443,73,0.188888888888889
"( 2 , 10 )",0,72,0.188888888888889
"( 2 , 11 )",0,62,0.194805194805195
"( 2 , 12 )",0,59,0.233766233766234
